frame,timestamp_s,shot,lighting,detections,min_distance_m,coverage,berm_confidence,crest_y_median,height_m_median,height_ratio_median
100,4.1667,0,day,2,7.56,0.9164,0.9164,538.6376,0.165,1.1961
101,4.2083,0,day,2,7.32,0.9422,0.9422,577.1989,0.1556,1.1474
102,4.25,0,day,2,6.68,0.9234,0.9234,583.6964,0.1683,1.2406
103,4.2917,0,day,2,3.41,0.9555,0.9555,635.0557,0.1407,1.1629
104,4.3333,0,day,2,3.64,0.8922,0.8922,627.0,0.1749,1.1842
105,4.375,0,day,2,3.18,0.8984,0.8984,626.0,0.1693,1.1776
106,4.4167,0,day,2,2.94,0.9094,0.9094,627.0,0.1485,1.2061
107,4.4583,0,day,2,3.67,0.9328,0.9328,602.1872,0.2734,1.4082
108,4.5,0,day,2,5.28,0.9492,0.9492,583.549,0.2779,1.4578
109,4.5417,0,day,2,3.73,0.8977,0.8977,628.4562,0.1637,1.2971
110,4.5833,0,day,2,4.95,0.7102,0.7102,504.6951,0.1803,1.4112
111,4.625,0,day,2,3.67,0.9391,0.9391,636.5742,0.1381,1.4111
112,4.6667,0,day,2,3.41,0.968,0.968,609.3618,0.1554,1.3516
113,4.7083,0,day,2,3.34,0.9773,0.9773,583.6396,0.1403,1.3281
114,4.75,0,day,2,4.77,0.9734,0.9734,549.6414,0.146,1.3946
115,4.7917,0,day,2,5.96,0.9914,0.9914,522.8902,0.1395,1.374
116,4.8333,0,day,2,6.18,0.9812,0.9812,524.8647,0.1151,1.3597
117,4.875,0,day,2,7.69,0.9516,0.9516,522.0511,0.1122,1.3701
118,4.9167,0,day,3,6.07,0.968,0.968,522.864,0.1349,1.3261
119,4.9583,0,day,3,7.98,0.9719,0.9719,514.7685,0.1396,1.307
120,5.0,0,day,2,9.38,0.9383,0.9383,525.5637,0.1965,1.4163
121,5.0417,0,day,2,10.01,0.9164,0.9164,525.6211,0.2028,1.3824
122,5.0833,0,day,2,11.47,0.8625,0.8625,521.7834,0.2179,1.3899
123,5.125,0,day,2,12.27,0.8727,0.8727,557.2939,0.2266,1.399
124,5.1667,0,day,2,14.31,0.9898,0.9898,520.9567,0.2423,1.3871
125,5.2083,0,day,2,14.16,0.8641,0.8641,526.0536,0.2481,1.4167
126,5.25,0,day,2,14.03,0.9242,0.9242,530.7232,0.2651,1.5173
127,5.2917,0,day,2,15.05,0.95,0.95,529.1994,0.2459,1.3672
128,5.3333,0,day,2,14.26,0.9195,0.9195,529.3797,0.2282,1.3107
129,5.375,0,day,2,16.46,0.9711,0.9711,528.9262,0.2473,1.2865
130,5.4167,0,day,2,19.01,0.9523,0.9523,529.1642,0.2836,1.3227
131,5.4583,0,day,2,15.86,0.9688,0.9688,529.7231,0.2536,1.3149
132,5.5,0,day,2,16.54,0.9609,0.9609,529.9744,0.2612,1.3093
133,5.5417,0,day,2,14.7,0.9734,0.9734,529.4154,0.2423,1.3046
134,5.5833,0,day,2,16.03,0.9781,0.9781,526.1801,0.2685,1.3497
135,5.625,0,day,2,33.41,0.9656,0.9656,524.1396,0.4856,1.3838
136,5.6667,0,day,2,34.01,0.9414,0.9414,507.6213,0.5272,1.4907
137,5.7083,0,day,2,36.69,0.9547,0.9547,507.9055,0.5049,1.4448
138,5.75,0,day,2,39.38,0.932,0.932,507.4669,0.5018,1.4576
139,5.7917,0,day,2,41.94,0.6039,0.6039,577.4542,0.5738,1.6985
140,5.8333,0,day,2,44.09,0.4539,0.4539,551.798,0.2635,1.0325
141,5.875,0,day,2,47.15,0.9062,0.9062,539.0,0.2931,1.3624
142,5.9167,0,day,2,50.34,0.9945,0.9945,534.9409,0.4194,2.0082
143,5.9583,0,day,2,54.43,0.9352,0.9352,525.6522,0.5736,2.795
144,6.0,0,day,2,58.67,0.9313,0.9313,512.6663,0.4575,2.2717
145,6.0417,0,day,1,,0.8523,0.8523,490.3658,0.3201,2.5522
146,6.0833,0,dusk,1,,0.8266,0.8266,488.6598,0.3428,2.6802
147,6.125,0,dusk,1,,0.8211,0.8211,488.5102,0.3138,2.4298
148,6.1667,0,dusk,1,,0.8648,0.8648,489.2576,0.2924,2.1688
149,6.2083,0,dusk,1,,0.8336,0.8336,486.3432,0.3122,2.0488
150,6.25,0,dusk,1,,0.8445,0.8445,473.9201,0.3068,1.9283
151,6.2917,0,night,2,79.76,0.9047,0.9047,446.1949,0.7521,1.8329
152,6.3333,0,night,2,71.29,0.918,0.918,482.6601,0.6809,1.7443
153,6.375,0,night,2,61.71,0.8781,0.8781,437.9437,0.6069,1.739
154,6.4167,0,night,2,55.08,0.8656,0.8656,443.2521,0.571,1.7456
155,6.4583,0,night,2,48.91,0.8461,0.8461,440.2274,0.5267,1.7239
156,6.5,0,night,2,46.37,0.7828,0.7828,419.0415,0.4765,1.6384
157,6.5417,0,night,2,43.12,0.8,0.8,420.1017,0.426,1.5667
158,6.5833,0,night,2,43.64,0.8539,0.8539,422.6523,0.4281,1.5721
159,6.625,0,night,2,41.28,0.8625,0.8625,422.8381,0.4176,1.6119
160,6.6667,0,night,2,40.4,0.8695,0.8695,459.561,0.4109,1.6005
161,6.7083,0,night,2,40.08,0.875,0.875,476.1587,0.421,1.6415
162,6.75,0,night,1,,0.8047,0.8047,404.0214,0.594,1.85
163,6.7917,0,night,1,,0.7695,0.7695,411.38,0.5915,1.8997
164,6.8333,0,night,1,,0.7672,0.7672,419.2202,0.6077,1.8764
165,6.875,0,night,1,,0.7547,0.7547,420.3346,0.5811,1.9268
166,6.9167,0,night,1,,0.7883,0.7883,421.7209,0.5808,1.8826
167,6.9583,0,night,1,,0.8281,0.8281,422.4778,0.6361,1.9584
168,7.0,0,night,1,,0.8164,0.8164,422.7405,0.6192,2.0391
169,7.0417,0,night,1,,0.7914,0.7914,424.1409,0.6084,2.0084
170,7.0833,0,night,1,,0.7914,0.7914,425.5206,0.6093,2.0415
171,7.125,0,night,1,,0.8063,0.8063,427.181,0.6126,2.19
172,7.1667,0,night,1,,0.8289,0.8289,428.461,0.6368,2.217
173,7.2083,0,night,1,,0.8164,0.8164,428.9765,0.6251,2.2627
174,7.25,0,night,1,,0.7922,0.7922,429.9348,0.6459,2.2884
175,7.2917,0,night,1,,0.8,0.8,431.6858,0.5095,2.1819
176,7.3333,0,night,1,,0.7734,0.7734,433.965,0.4904,2.1911
177,7.375,0,night,1,,0.7828,0.7828,435.8377,0.5066,2.3583
178,7.4167,0,night,1,,0.7625,0.7625,435.6378,0.4816,2.2228
179,7.4583,0,night,2,75.35,0.9211,0.9211,548.3838,0.6882,2.1483
180,7.5,0,night,2,70.35,0.9539,0.9539,551.1389,0.6415,2.1278
181,7.5417,0,night,2,62.94,0.9281,0.9281,553.5837,0.591,2.1452
182,7.5833,0,night,2,61.21,0.9148,0.9148,550.7095,0.5812,2.1193
183,7.625,0,night,2,52.02,0.8711,0.8711,556.1999,0.5092,2.3243
184,7.6667,0,night,2,52.82,0.8656,0.8656,554.516,0.541,2.3399
185,7.7083,0,night,2,45.73,0.8016,0.8016,558.603,0.4696,2.3274
186,7.75,0,night,2,47.56,0.8836,0.8836,559.7542,0.5193,2.4659
187,7.7917,0,night,2,46.34,0.7562,0.7562,562.9052,0.6062,2.9154
188,7.8333,0,night,2,36.7,0.8828,0.8828,563.0851,0.396,2.4174
189,7.875,0,night,2,35.15,0.8938,0.8938,560.8603,0.3697,2.3834
190,7.9167,0,night,2,31.7,0.918,0.918,566.1133,0.3764,2.5275
191,7.9583,0,night,2,32.96,0.8406,0.8406,570.6673,0.4187,2.6915
192,8.0,0,night,2,30.85,0.8734,0.8734,571.0166,0.3992,2.6918
193,8.0417,0,night,2,29.19,0.9039,0.9039,573.472,0.3264,2.2645
194,8.0833,0,night,2,28.31,0.9156,0.9156,574.6497,0.3223,2.2759
195,8.125,0,night,2,26.81,0.9289,0.9289,574.8525,0.3521,2.6129
196,8.1667,0,night,2,26.1,0.9625,0.9625,575.5427,0.3657,2.7435
197,8.2083,0,night,2,25.76,0.9172,0.9172,575.1457,0.3849,2.8579
198,8.25,0,night,2,24.13,0.9344,0.9344,575.0037,0.3695,2.9083
199,8.2917,0,night,2,24.56,0.9352,0.9352,559.0466,0.4165,3.1966
200,8.3333,0,night,2,23.31,0.8672,0.8672,506.6683,0.4205,3.2493
201,8.375,0,night,2,22.89,0.8828,0.8828,507.8481,0.4134,3.2093
202,8.4167,0,night,2,21.41,0.8961,0.8961,508.2661,0.4053,3.1913
203,8.4583,0,night,2,21.71,0.9156,0.9156,541.5905,0.3979,3.0959
204,8.5,0,night,2,21.11,0.9062,0.9062,541.0957,0.4431,3.5045
205,8.5417,0,night,2,18.98,0.8664,0.8664,540.2816,0.3909,3.207
206,8.5833,0,night,2,18.85,0.7961,0.7961,539.1452,0.3716,3.0712
207,8.625,0,night,2,19.3,0.8555,0.8555,539.7125,0.3844,3.1113
208,8.6667,0,night,2,18.66,0.8836,0.8836,539.8229,0.2873,2.3679
209,8.7083,0,night,2,18.55,0.8539,0.8539,539.3113,0.2762,2.2972
210,8.75,0,night,2,19.35,0.8414,0.8414,538.5058,0.3053,2.5367
211,8.7917,0,night,2,40.8,0.8367,0.8367,536.1198,0.4617,2.6355
212,8.8333,0,night,2,45.43,0.8227,0.8227,521.0782,0.4132,2.4993
213,8.875,0,night,2,52.97,0.8461,0.8461,509.1231,0.3744,2.5702
214,8.9167,0,night,2,58.83,0.8922,0.8922,497.8395,0.3966,2.9694
215,8.9583,0,night,2,65.3,0.8922,0.8922,495.5032,0.3457,2.8305
216,9.0,0,night,2,78.03,0.9336,0.9336,482.2796,0.346,3.0256
217,9.0417,0,night,2,95.09,0.907,0.907,481.6999,0.3305,3.5425
218,9.0833,0,night,2,120.66,0.9742,0.9742,473.8775,0.3197,3.952
219,9.125,0,night,2,159.83,0.95,0.95,474.7073,0.3077,4.376
220,9.1667,0,night,2,19.56,0.9383,0.9383,494.7597,0.2824,2.7879
221,9.2083,0,dusk,2,21.88,0.9461,0.9461,494.3792,0.3052,2.786
222,9.25,0,dusk,2,24.1,0.957,0.957,494.0781,0.4421,3.6894
223,9.2917,0,dusk,2,25.01,0.9523,0.9523,493.7925,0.4007,3.0234
224,9.3333,0,dusk,2,27.6,0.9406,0.9406,496.9529,0.4936,3.3527
225,9.375,0,dusk,2,37.06,0.9664,0.9664,497.3748,0.5526,2.9958
226,9.4167,0,day,2,45.37,0.9523,0.9523,518.2177,0.6201,2.8171
227,9.4583,0,day,2,64.97,0.968,0.968,510.8582,0.8637,2.7707
228,9.5,0,day,2,62.31,0.9453,0.9453,518.9626,0.8194,2.3089
229,9.5417,0,day,2,64.31,0.9234,0.9234,512.7288,0.8116,2.3301
230,9.5833,0,day,2,67.85,0.9172,0.9172,509.737,0.7836,2.087
231,9.625,0,day,2,71.97,0.9203,0.9203,510.7181,0.755,2.0877
232,9.6667,0,day,2,76.01,0.8984,0.8984,502.361,0.7299,2.1303
233,9.7083,0,day,2,80.87,0.868,0.868,485.5383,0.787,2.3695
234,9.75,0,day,2,84.59,0.8617,0.8617,470.1548,0.7266,2.2869
235,9.7917,0,day,2,90.25,0.8844,0.8844,455.3289,0.8564,2.7896
236,9.8333,0,day,1,,0.8938,0.8938,494.7805,0.3085,2.4586
237,9.875,0,day,1,,0.8891,0.8891,494.3087,0.3057,2.4735
238,9.9167,0,day,1,,0.893,0.893,494.5628,0.3033,2.5085
239,9.9583,0,day,1,,0.8891,0.8891,497.7738,0.2887,2.2178
