frame,timestamp_s,shot,lighting,detections,min_distance_m,coverage,berm_confidence,crest_y_median,height_m_median,height_ratio_median
33,1.1,0,day,3,26.28,0.9526,0.0953,589.9367,0.6595,3.8234
34,1.1333,0,day,3,28.71,0.9193,0.0919,590.2973,0.6744,3.9098
35,1.1667,0,day,3,29.53,0.9161,0.0916,577.7061,0.6717,3.8086
36,1.2,0,day,3,29.46,0.9146,0.0915,574.309,0.6524,3.7875
37,1.2333,0,day,3,29.63,0.899,0.0899,576.6541,0.6103,3.6429
38,1.2667,0,day,3,32.02,0.9031,0.2335,576.2881,0.5894,3.6201
39,1.3,0,day,2,75.77,0.9708,0.0971,579.4229,0.6598,3.7081
40,1.3333,0,day,2,79.96,0.9667,0.3218,580.6378,0.7011,3.6081
41,1.3667,0,day,2,79.04,0.9458,0.4645,581.4604,0.7038,3.6531
42,1.4,0,day,2,71.41,0.938,0.5941,581.4248,0.6369,3.6601
43,1.4333,0,day,2,66.75,0.9484,0.6843,577.5826,0.586,3.5174
44,1.4667,0,day,2,67.11,0.9484,0.7181,577.2715,0.5718,3.4122
45,1.5,0,day,2,86.33,0.949,0.7633,586.074,0.7575,3.5213
46,1.5333,1,night,0,,0.9547,0.3958,507.2869,,
47,1.5667,1,night,0,,0.9396,0.2845,507.8216,,
48,1.6,1,night,2,27.85,0.9271,0.0927,531.3362,0.679,2.9503
49,1.6333,1,night,2,27.63,0.924,0.1638,571.33,0.6715,2.9248
50,1.6667,1,night,2,29.97,0.9245,0.2708,525.3669,0.7564,2.8898
51,1.7,1,night,2,31.03,0.9271,0.3511,522.2259,0.8567,2.9866
52,1.7333,1,night,3,21.32,0.9354,0.4113,517.76,0.9695,3.1064
53,1.7667,1,night,3,21.55,0.9354,0.5332,516.4549,0.9913,3.1762
54,1.8,1,night,3,20.43,0.9323,0.3006,565.1393,0.8381,2.6888
55,1.8333,1,night,3,19.27,0.9318,0.3043,615.0762,0.7936,2.7436
56,1.8667,1,night,3,18.86,0.9276,0.3846,649.0583,0.6651,2.4718
57,1.9,1,night,3,18.86,0.9036,0.0904,642.0977,0.6217,2.4743
58,1.9333,1,night,3,21.27,0.9276,0.0928,677.0361,0.6938,2.5565
59,1.9667,1,night,3,20.11,0.9281,0.2346,690.4519,0.7757,2.8584
60,2.0,1,night,3,18.91,0.8839,0.206,707.1068,0.6905,3.1175
61,2.0333,1,night,3,19.42,0.8844,0.0884,562.5322,0.7042,3.5265
62,2.0667,1,night,3,19.37,0.8823,0.0882,614.6305,0.7866,4.1315
63,2.1,1,night,3,19.46,0.8599,0.086,636.2865,0.7468,4.1498
64,2.1333,1,night,3,19.73,0.8557,0.0856,654.4354,0.7672,4.241
65,2.1667,1,night,3,14.48,0.8698,0.087,512.7878,0.7373,4.7496
66,2.2,1,night,3,20.54,0.7766,0.0777,611.2229,0.6338,4.054
67,2.2333,1,night,3,20.52,0.8182,0.0818,577.2758,0.6694,3.8862
68,2.2667,1,night,3,20.74,0.7859,0.0786,543.7051,0.7579,4.3787
69,2.3,1,night,3,18.84,0.8187,0.0819,600.0321,0.7128,3.9688
70,2.3333,1,night,3,19.32,0.7818,0.0782,603.2564,0.6475,3.3542
71,2.3667,1,night,3,17.7,0.9047,0.0905,610.9861,0.5279,2.8466
72,2.4,1,night,3,20.21,0.9182,0.0918,580.7224,0.7119,3.7049
73,2.4333,1,night,4,22.66,0.8766,0.0877,579.3291,0.8137,3.7908
74,2.4667,1,night,4,22.58,0.8786,0.1992,582.3322,0.7182,3.3711
75,2.5,1,night,4,23.23,0.9021,0.0902,551.3407,0.7279,3.3144
76,2.5333,1,night,4,21.12,0.8828,0.0883,635.8412,0.7382,3.4046
77,2.5667,1,night,4,21.84,0.8771,0.0877,627.1709,0.6171,2.7598
78,2.6,1,night,4,23.1,0.8818,0.0882,644.8059,0.5851,2.5274
79,2.6333,1,night,4,23.54,0.9047,0.0905,705.9695,0.4711,2.0002
80,2.6667,1,night,4,24.08,0.8641,0.0864,719.1667,0.4022,1.663
81,2.7,1,night,3,25.97,0.8865,0.0886,695.8503,0.5762,2.0267
82,2.7333,1,night,3,25.67,0.8885,0.0889,671.4624,0.5395,1.8371
83,2.7667,1,night,3,25.65,0.8891,0.0889,666.3898,0.533,1.815
84,2.8,1,night,3,24.49,0.9109,0.0911,676.2896,0.5999,2.0292
85,2.8333,1,night,3,22.47,0.9083,0.1862,671.0035,0.7424,2.5514
86,2.8667,1,night,3,24.51,0.9219,0.1352,642.7232,0.7982,2.5401
87,2.9,1,night,3,21.77,0.9234,0.1751,661.2732,0.7429,2.5401
88,2.9333,1,night,3,23.18,0.9062,0.1659,687.0203,0.8377,2.6215
89,2.9667,1,night,3,23.27,0.9073,0.2799,703.9371,0.948,2.9665
90,3.0,1,night,3,21.91,0.9401,0.2804,712.4457,0.5205,1.5998
91,3.0333,1,night,3,22.5,0.874,0.1133,706.6248,0.5344,1.6718
92,3.0667,1,dusk,3,27.58,0.8995,0.0899,704.6171,0.4366,1.6633
93,3.1,1,night,3,19.89,0.8578,0.0858,707.5966,0.6214,2.7915
94,3.1333,1,night,4,21.98,0.863,0.0863,785.2021,0.6388,2.5872
95,3.1667,1,night,4,24.3,0.7865,0.0786,795.639,0.5572,2.1358
96,3.2,1,night,4,23.15,0.7724,0.0772,724.1371,0.7289,2.7758
97,3.2333,1,dusk,4,20.07,0.8505,0.0851,745.4281,0.4599,1.6942
98,3.2667,1,dusk,4,20.11,0.851,0.0851,789.8199,0.4035,1.491
99,3.3,1,dusk,4,19.34,0.7776,0.0778,744.5065,0.7039,2.5538
100,3.3333,1,dusk,4,18.62,0.9245,0.0924,731.5826,0.5032,1.7524
101,3.3667,1,dusk,4,16.9,0.9292,0.0929,733.5234,0.5584,1.941
102,3.4,1,dusk,4,20.21,0.9547,0.0955,735.5141,0.509,1.3543
103,3.4333,1,dusk,5,19.93,0.7625,0.0762,683.1102,0.555,1.5354
104,3.4667,1,dusk,5,21.89,0.9016,0.0902,663.3813,0.4559,1.2646
105,3.5,1,dusk,5,17.71,0.9266,0.0927,725.7836,0.7094,2.0999
106,3.5333,1,dusk,5,14.25,0.9542,0.0954,779.3848,0.3204,1.2368
107,3.5667,1,dusk,5,12.51,0.9646,0.0965,811.1703,0.2613,1.233
108,3.6,1,dusk,5,12.83,0.8052,0.0805,813.1529,0.2269,1.0829
109,3.6333,1,dusk,4,15.4,0.8349,0.0835,851.5631,0.286,1.1312
110,3.6667,1,dusk,4,16.73,0.8771,0.0877,829.7687,0.3778,1.3694
111,3.7,1,dusk,4,16.21,0.9214,0.0921,769.3079,0.4911,1.7583
112,3.7333,1,dusk,4,18.22,0.9016,0.0902,819.9132,0.4038,1.4741
113,3.7667,1,dusk,4,18.19,0.9391,0.0939,847.4237,0.4485,1.6397
114,3.8,1,dusk,4,18.07,0.9318,0.0932,843.5266,0.5203,1.851
115,3.8333,1,day,4,17.25,0.8943,0.0894,786.0553,0.3914,1.0838
116,3.8667,1,day,4,12.57,0.9208,0.0921,742.3035,0.4889,1.411
117,3.9,1,day,5,10.2,0.9141,0.0914,727.0337,0.5484,1.5181
118,3.9333,1,day,5,8.0,0.8917,0.0892,684.9865,0.5807,1.5398
119,3.9667,1,day,5,5.35,0.912,0.0912,642.6732,0.5793,1.5372
120,4.0,1,day,4,7.1,0.9411,0.0941,612.9439,0.6234,1.3346
121,4.0333,1,day,4,8.93,0.9406,0.0941,591.8289,0.6296,1.4427
122,4.0667,1,day,4,11.28,0.9521,0.0952,584.0805,0.5499,1.3361
123,4.1,1,day,4,14.41,0.9458,0.118,589.6001,0.3928,1.0377
124,4.1333,1,day,5,16.25,0.9531,0.3539,593.4317,0.5097,1.3065
125,4.1667,1,day,4,11.16,0.9526,0.4928,598.2972,0.3765,1.0637
126,4.2,1,day,4,2.49,0.9766,0.579,597.7282,0.2135,0.8296
127,4.2333,1,day,4,0.55,0.9536,0.6313,608.4878,0.189,0.7382
128,4.2667,1,day,4,2.56,0.9526,0.6851,611.141,0.2185,0.8539
129,4.3,1,day,4,5.22,0.9422,0.6182,611.8747,0.2563,0.9015
130,4.3333,1,day,4,8.11,0.938,0.5734,612.9087,0.3665,1.1738
131,4.3667,1,day,4,10.07,0.9083,0.4968,617.326,0.3836,1.2866
132,4.4,1,day,4,12.73,0.888,0.2102,621.1825,0.3783,1.2468
133,4.4333,1,day,4,15.14,0.887,0.0986,622.7173,0.391,1.2966
134,4.4667,1,day,3,23.05,0.8583,0.1114,627.5497,0.3761,1.2783
135,4.5,1,day,3,22.96,0.8776,0.0878,622.0864,0.3727,1.256
136,4.5333,1,day,3,23.99,0.8193,0.0819,625.1196,0.3068,1.0253
137,4.5667,1,day,4,11.67,0.7833,0.0783,647.8224,0.2932,0.9546
138,4.6,1,day,4,13.37,0.8375,0.0838,712.1921,0.2631,0.8465
139,4.6333,1,day,4,13.92,0.8083,0.0808,711.5262,0.2459,0.7879
140,4.6667,1,day,3,17.58,0.9453,0.0945,609.9526,0.3615,1.0885
141,4.7,1,day,3,13.75,0.9323,0.0932,612.4951,0.4487,1.3164
142,4.7333,1,day,3,8.27,0.9625,0.0963,614.0384,0.494,1.4895
143,4.7667,1,day,3,3.64,0.9698,0.097,600.5476,0.4247,1.3172
144,4.8,1,day,4,5.0,0.976,0.2139,601.2607,0.4223,1.2483
145,4.8333,1,day,4,10.26,0.9745,0.4054,601.3985,0.4226,1.292
146,4.8667,1,day,4,16.46,0.9766,0.5544,600.2577,0.4194,1.2811
147,4.9,1,day,4,22.4,0.9646,0.4774,605.409,0.4143,1.2759
148,4.9333,1,day,3,19.71,0.9729,0.5577,606.1481,0.3633,1.3142
149,4.9667,1,day,3,20.43,0.9729,0.688,606.2584,0.3614,1.3524
150,5.0,1,day,2,58.84,0.9156,0.5372,617.3834,0.6338,2.1212
151,5.0333,1,day,2,61.81,0.9146,0.0915,623.937,0.4978,1.6417
152,5.0667,1,day,4,13.54,0.8984,0.0898,626.6284,0.4316,1.3799
153,5.1,1,day,5,10.11,0.9302,0.093,619.2365,0.4991,1.8044
154,5.1333,1,day,4,12.19,0.9141,0.0914,619.3213,0.4893,1.544
155,5.1667,1,day,4,11.85,0.9141,0.0914,610.3708,0.5321,1.668
156,5.2,1,day,4,12.41,0.899,0.1733,610.9221,0.4743,1.4774
157,5.2333,1,day,4,13.14,0.8979,0.0898,623.9953,0.3405,1.2715
158,5.2667,1,day,4,15.28,0.8313,0.1995,598.0446,0.3303,1.2265
159,5.3,1,day,4,21.35,0.8026,0.1075,576.1664,0.3869,1.2198
160,5.3333,1,day,4,25.64,0.8401,0.2349,564.7693,0.3784,1.1745
161,5.3667,1,day,3,22.93,0.8073,0.1674,584.0187,0.2597,0.8719
162,5.4,1,day,3,23.79,0.8328,0.2126,620.55,0.3298,1.0124
163,5.4333,1,day,3,20.36,0.913,0.3586,624.583,0.3323,1.0261
164,5.4667,1,day,3,20.3,0.9151,0.4874,619.8737,0.3521,1.0878
165,5.5,1,day,3,22.56,0.9016,0.0903,611.4793,0.3908,1.1379
166,5.5333,1,day,3,20.86,0.9219,0.0922,603.1444,0.4022,1.1975
167,5.5667,1,day,3,19.26,0.9182,0.16,595.9219,0.3972,1.2926
168,5.6,1,day,3,20.74,0.9151,0.3181,594.5577,0.472,1.3725
169,5.6333,1,day,3,20.74,0.9089,0.4546,595.5897,0.4832,1.405
170,5.6667,1,day,3,18.85,0.874,0.3784,603.7165,0.4627,1.3462
171,5.7,1,day,3,12.63,0.9203,0.092,623.1583,0.3978,1.4357
172,5.7333,1,day,3,12.83,0.9365,0.2062,634.9351,0.4643,1.3521
173,5.7667,1,day,3,14.09,0.9365,0.4251,637.2393,0.5227,1.5229
174,5.8,1,day,3,12.95,0.9417,0.5122,638.2166,0.5403,1.5749
175,5.8333,1,day,3,6.63,0.9437,0.5177,633.1281,0.371,1.4607
176,5.8667,1,day,3,2.28,0.9672,0.6097,631.9696,0.2571,1.1213
177,5.9,1,day,3,3.1,0.9724,0.6663,630.0133,0.2063,0.8366
178,5.9333,1,day,3,2.32,0.9719,0.6251,636.5951,0.2471,1.0153
179,5.9667,1,day,3,5.75,0.9656,0.6803,641.1246,0.2765,1.1517
180,6.0,1,day,3,9.98,0.9578,0.5819,639.8867,0.2697,1.1383
181,6.0333,1,day,3,13.99,0.9531,0.5549,640.2826,0.2848,1.2091
182,6.0667,1,day,3,13.93,0.9578,0.5772,638.4999,0.2841,1.1999
183,6.1,1,day,4,10.3,0.9193,0.3982,624.0901,0.2629,1.1302
184,6.1333,1,day,3,10.76,0.926,0.4399,624.4554,0.2751,1.2281
185,6.1667,1,day,3,16.48,0.9307,0.3209,626.9277,0.3848,1.2743
186,6.2,1,day,3,15.24,0.951,0.5196,647.0568,0.3695,1.3389
187,6.2333,1,day,3,15.02,0.9568,0.5065,652.7667,0.3854,1.4343
188,6.2667,1,day,3,15.02,0.9536,0.6245,658.2929,0.4483,1.6686
189,6.3,1,day,4,18.7,0.9031,0.0903,653.4117,0.4534,1.3647
190,6.3333,1,day,4,16.83,0.9406,0.0941,674.2257,0.4293,1.3596
191,6.3667,1,day,4,15.98,0.925,0.0925,678.3651,0.4244,1.3201
192,6.4,1,day,4,11.87,0.9068,0.0907,692.9814,0.3487,1.3005
193,6.4333,1,day,4,7.64,0.9417,0.0942,716.831,0.2702,1.2801
194,6.4667,1,day,4,7.68,0.9437,0.1381,725.9202,0.2727,1.2929
195,6.5,1,day,4,11.94,0.9437,0.0944,723.1481,0.3026,1.2572
196,6.5333,1,day,4,12.84,0.8625,0.0863,688.913,0.3058,1.2354
197,6.5667,1,day,4,12.98,0.8641,0.0864,690.8756,0.3047,1.2268
198,6.6,1,day,4,18.36,0.8052,0.0805,784.341,0.2276,0.9207
199,6.6333,1,day,4,14.47,0.7953,0.0795,832.5425,0.2099,0.8399
200,6.6667,1,day,4,21.93,0.9255,0.0926,833.0525,0.2552,0.9165
201,6.7,1,day,3,31.04,0.8146,0.0815,789.4956,0.3586,1.2908
202,6.7333,1,day,3,37.9,0.9047,0.0905,822.6152,0.3286,1.1712
203,6.7667,1,day,3,40.03,0.9078,0.0908,812.0543,0.3456,1.231
204,6.8,1,day,3,43.2,0.9141,0.0914,801.8736,0.391,1.3079
205,6.8333,1,day,3,49.97,0.913,0.0913,796.5389,0.4493,1.2914
206,6.8667,1,day,3,52.96,0.9146,0.0915,802.1284,0.4666,1.243
207,6.9,1,day,3,47.71,0.9172,0.0917,802.2721,0.4186,1.2331
208,6.9333,1,day,3,42.48,0.9172,0.0917,780.0042,0.3682,1.2133
209,6.9667,1,day,2,31.55,0.9385,0.0939,752.2192,0.2573,1.1558
210,7.0,1,day,3,24.05,0.9115,0.0911,767.603,0.2807,1.0234
211,7.0333,1,day,3,23.37,0.887,0.0887,769.6402,0.2809,1.0379
212,7.0667,1,day,3,20.34,0.862,0.0862,743.3191,0.2442,1.0183
213,7.1,1,day,3,15.78,0.9464,0.0946,734.964,0.1777,0.9344
214,7.1333,1,day,3,15.78,0.9484,0.0948,741.9094,0.1848,0.972
215,7.1667,2,dusk,0,,0.9536,0.3948,658.9104,,
216,7.2,2,night,0,,0.9604,0.048,626.5721,,
217,7.2333,2,night,2,23.77,0.9234,0.0923,651.5433,0.2053,1.0012
218,7.2667,2,night,4,24.33,0.8885,0.0889,664.636,0.4702,2.2454
219,7.3,2,night,5,10.51,0.8964,0.0896,667.5618,0.7272,3.4984
220,7.3333,2,night,5,7.4,0.8542,0.0854,622.037,0.7182,3.93
221,7.3667,2,night,5,6.05,0.8271,0.0827,582.6095,0.5838,3.1946
222,7.4,2,night,5,3.25,0.8099,0.081,532.8374,0.6196,3.1827
223,7.4333,2,night,5,2.7,0.7099,0.071,516.6294,0.5166,2.5101
224,7.4667,2,night,5,2.58,0.7188,0.0719,507.4345,0.6362,3.0978
225,7.5,2,night,5,7.04,0.8224,0.0822,505.6434,0.6209,3.6469
226,7.5333,2,night,5,11.51,0.8396,0.084,502.4813,0.7154,3.6355
227,7.5667,2,night,5,6.26,0.862,0.0862,503.3713,0.6783,3.5667
228,7.6,2,night,4,1.92,0.8187,0.0819,632.5883,0.3903,2.2727
229,7.6333,2,night,4,0.82,0.8385,0.0839,746.042,0.2902,1.671
230,7.6667,2,night,4,5.97,0.9187,0.0919,823.5616,0.2477,1.6143
231,7.7,2,night,4,9.84,0.9432,0.0943,882.032,0.2322,1.6011
232,7.7333,2,night,4,11.83,0.8865,0.0886,864.2011,0.2419,1.5751
233,7.7667,2,night,5,10.26,0.8745,0.0874,860.4918,0.2617,1.5674
234,7.8,2,night,4,8.64,0.9042,0.0904,861.4775,0.2703,1.5208
235,7.8333,2,night,4,19.25,0.8651,0.0865,695.0778,0.5115,2.7797
236,7.8667,2,night,5,14.31,0.8479,0.0848,704.3118,0.6065,3.0872
237,7.9,2,night,5,13.17,0.8401,0.084,656.8354,0.6832,3.063
238,7.9333,2,night,5,15.68,0.9021,0.0902,695.3421,0.6465,2.0971
239,7.9667,2,night,5,15.61,0.913,0.0913,722.1156,0.456,1.4811
240,8.0,2,night,5,14.89,0.912,0.0912,723.8177,0.4308,1.2984
241,8.0333,2,night,5,13.33,0.8974,0.0897,730.6196,0.3645,1.21
242,8.0667,2,night,5,13.8,0.8938,0.0894,743.416,0.3662,1.2986
243,8.1,2,night,5,15.44,0.9417,0.0942,768.5973,0.3141,1.127
244,8.1333,2,night,5,15.45,0.9401,0.094,773.2002,0.3739,1.3406
245,8.1667,2,night,5,16.1,0.9656,0.0966,789.1706,0.2083,0.8067
246,8.2,2,night,5,17.32,0.8667,0.0867,805.9953,0.1956,0.7713
247,8.2333,2,night,5,17.39,0.8599,0.086,827.821,0.3853,1.6551
248,8.2667,2,night,6,16.39,0.9302,0.093,845.1107,0.3283,1.493
249,8.3,2,night,6,16.27,0.9255,0.0926,855.2744,0.3303,1.5959
250,8.3333,2,night,5,18.29,0.8339,0.0834,862.1627,0.3544,1.5685
251,8.3667,2,night,5,17.29,0.8807,0.0881,873.9241,0.3045,1.3073
252,8.4,2,night,5,16.99,0.8328,0.0833,860.0289,0.4328,1.1961
253,8.4333,2,night,5,16.23,0.8323,0.0832,858.6847,0.4405,1.2348
254,8.4667,2,night,5,16.19,0.8307,0.0831,858.7195,0.4394,1.2323
255,8.5,2,night,5,15.56,0.7594,0.0759,866.7811,0.4227,1.2295
256,8.5333,2,dusk,5,15.31,0.8021,0.0802,871.8794,0.3987,1.2
257,8.5667,2,dusk,5,16.69,0.8469,0.0847,876.7254,0.4256,1.2093
258,8.6,2,dusk,6,15.45,0.8979,0.0898,881.3983,0.3842,1.2004
259,8.6333,2,dusk,6,15.43,0.8958,0.0896,888.3142,0.3816,1.1928
260,8.6667,2,dusk,6,15.7,0.8932,0.0893,891.6086,0.3689,1.1695
261,8.7,2,dusk,6,16.5,0.9146,0.0915,894.6013,0.3662,1.1471
262,8.7333,2,dusk,6,16.44,0.9172,0.0917,897.4066,0.3328,1.1075
263,8.7667,2,dusk,6,16.22,0.9193,0.2295,896.5984,0.3283,1.1063
264,8.8,2,dusk,5,18.29,0.9026,0.0903,818.6476,0.4117,1.3265
265,8.8333,2,dusk,5,17.97,0.9005,0.0901,768.937,0.4606,1.4833
266,8.8667,2,dusk,5,18.1,0.9193,0.0919,728.0041,0.4101,1.3074
267,8.9,2,dusk,5,19.4,0.9385,0.0939,703.7262,0.4155,1.2386
268,8.9333,2,dusk,5,18.79,0.9151,0.0915,685.418,0.4382,1.3183
269,8.9667,2,dusk,5,18.71,0.9031,0.0903,668.6864,0.4121,1.2396
270,9.0,2,dusk,5,17.69,0.9276,0.3267,659.4675,0.4013,1.2079
271,9.0333,2,dusk,5,17.16,0.9339,0.4816,654.9747,0.3631,1.1141
272,9.0667,2,day,5,16.19,0.9375,0.3788,644.3639,0.3753,1.1756
273,9.1,2,day,5,14.25,0.9333,0.4083,655.6511,0.2026,0.685
274,9.1333,2,day,5,14.25,0.8911,0.0891,670.1409,0.2623,0.8868
275,9.1667,2,day,5,14.37,0.8818,0.0882,644.1683,0.2602,0.8147
276,9.2,2,day,5,12.79,0.8979,0.0898,645.2755,0.2908,0.9683
277,9.2333,2,day,5,11.89,0.9031,0.0903,634.8049,0.3271,1.0832
278,9.2667,2,day,5,11.88,0.8932,0.0893,623.0068,0.335,1.1094
279,9.3,2,day,5,10.87,0.8974,0.0897,624.3025,0.3991,1.2996
280,9.3333,2,day,5,5.04,0.9161,0.0916,631.3329,0.3876,1.4176
281,9.3667,2,day,4,3.04,0.9271,0.0927,653.5161,0.3175,1.3163
282,9.4,2,day,4,1.47,0.9568,0.0957,634.2592,0.3472,1.5039
283,9.4333,2,day,4,4.31,0.9146,0.0915,653.1389,0.2949,1.5031
284,9.4667,2,day,4,6.22,0.913,0.0913,671.2849,0.2928,1.4917
285,9.5,2,day,4,8.53,0.9198,0.092,646.6053,0.3335,1.5717
286,9.5333,2,day,4,10.57,0.9026,0.0903,637.4567,0.3371,1.6103
287,9.5667,2,day,4,13.14,0.9042,0.0904,686.6595,0.3623,1.6027
288,9.6,2,day,4,15.32,0.9391,0.0939,737.4359,0.3279,1.446
289,9.6333,2,day,4,16.71,0.9271,0.0927,763.8102,0.3333,1.468
290,9.6667,2,day,3,16.87,0.8354,0.0835,732.4828,0.3947,1.5887
291,9.7,2,day,3,15.39,0.8766,0.0877,691.7912,0.3652,1.5024
292,9.7333,2,day,3,14.22,0.9026,0.0903,652.4961,0.3267,1.4215
293,9.7667,2,day,3,14.27,0.9021,0.0902,628.4478,0.3482,1.5083
294,9.8,2,day,3,12.48,0.9271,0.0927,655.0598,0.3212,1.511
295,9.8333,2,day,3,11.85,0.9375,0.0938,654.3054,0.307,1.4878
296,9.8667,2,day,3,9.64,0.9115,0.0911,682.3472,0.3037,1.4543
297,9.9,2,day,3,7.02,0.9219,0.0922,713.4217,0.2909,1.3765
298,9.9333,2,day,3,5.36,0.9266,0.0927,729.2202,0.272,1.2718
299,9.9667,2,day,3,5.58,0.9281,0.2601,727.4936,0.2896,1.3385
300,10.0,2,day,3,4.81,0.9203,0.1778,805.246,0.2936,1.3416
301,10.0333,2,day,3,5.01,0.9203,0.3825,813.054,0.2981,1.3465
