frame,timestamp_s,shot,track_id,vehicle_class,risk,ground_x_px,ground_y_px
97,4.0417,0,43,caex,caution,244.1,613.5
98,4.0833,0,41,caex,caution,809.0,491.5
98,4.0833,0,43,caex,caution,274.5,602.5
99,4.125,0,41,caex,caution,814.0,484.5
99,4.125,0,43,caex,caution,474.0,635.0
100,4.1667,0,41,caex,caution,788.5,485.0
100,4.1667,0,43,caex,caution,343.8,643.5
101,4.2083,0,41,caex,caution,772.0,484.5
101,4.2083,0,43,caex,caution,395.6,617.0
102,4.25,0,41,caex,caution,765.0,485.0
102,4.25,0,43,caex,caution,412.0,621.0
103,4.2917,0,41,caex,caution,745.0,490.0
103,4.2917,0,43,caex,caution,441.5,640.5
104,4.3333,0,41,caex,caution,745.0,481.5
104,4.3333,0,43,caex,caution,471.5,617.5
105,4.375,0,41,caex,critical,757.0,477.5
105,4.375,0,43,caex,critical,654.1,632.0
106,4.4167,0,41,caex,critical,761.3,464.7
106,4.4167,0,43,caex,critical,648.1,613.0
107,4.4583,0,41,caex,critical,765.6,451.8
107,4.4583,0,43,caex,critical,684.9,611.0
108,4.5,0,41,caex,critical,769.9,439.0
108,4.5,0,43,caex,critical,709.9,609.5
109,4.5417,0,41,caex,critical,774.3,426.2
109,4.5417,0,43,caex,critical,713.5,631.5
110,4.5833,0,41,caex,critical,778.6,413.4
110,4.5833,0,43,caex,critical,746.0,632.0
111,4.625,0,41,caex,critical,782.9,400.5
111,4.625,0,43,caex,critical,801.5,614.0
112,4.6667,0,41,caex,critical,787.2,387.7
112,4.6667,0,43,caex,critical,780.0,597.5
113,4.7083,0,41,caex,critical,791.5,374.9
113,4.7083,0,43,caex,critical,725.0,576.5
114,4.75,0,43,caex,critical,812.0,599.0
115,4.7917,0,43,caex,critical,844.5,590.0
116,4.8333,0,43,caex,critical,1005.2,606.0
117,4.875,0,43,caex,critical,1021.0,588.5
118,4.9167,0,43,caex,critical,1044.0,602.0
119,4.9583,0,43,caex,critical,1043.5,589.0
119,4.9583,0,44,caex,safe,602.9,462.0
120,5.0,0,43,caex,critical,1034.2,602.0
120,5.0,0,44,caex,safe,597.5,457.8
121,5.0417,0,43,caex,critical,1022.0,561.0
121,5.0417,0,44,caex,caution,595.5,454.5
122,5.0833,0,43,caex,critical,1051.0,568.0
122,5.0833,0,44,caex,caution,593.0,459.0
123,5.125,0,43,caex,critical,1075.2,558.5
123,5.125,0,44,caex,caution,591.5,456.5
124,5.1667,0,43,caex,critical,1063.5,602.0
124,5.1667,0,44,caex,caution,587.1,460.8
125,5.2083,0,43,caex,critical,1094.8,565.0
125,5.2083,0,44,caex,caution,582.5,461.5
126,5.25,0,43,caex,critical,1112.5,555.5
126,5.25,0,44,caex,caution,575.0,457.0
127,5.2917,0,43,caex,critical,1126.0,556.0
127,5.2917,0,44,caex,caution,575.5,459.5
128,5.3333,0,43,caex,critical,1139.0,549.0
128,5.3333,0,44,caex,caution,564.0,456.5
129,5.375,0,43,caex,critical,1150.0,545.5
129,5.375,0,44,caex,caution,558.9,456.0
130,5.4167,0,43,caex,critical,1162.0,544.0
130,5.4167,0,44,caex,caution,558.5,462.0
131,5.4583,0,43,caex,critical,1172.0,539.5
131,5.4583,0,44,caex,caution,554.0,459.0
132,5.5,0,43,caex,critical,1181.0,538.5
132,5.5,0,44,caex,caution,551.5,460.5
133,5.5417,0,43,caex,critical,1193.0,540.0
133,5.5417,0,44,caex,caution,547.0,459.0
134,5.5833,0,43,caex,critical,1202.5,531.0
134,5.5833,0,44,caex,caution,539.0,458.0
135,5.625,0,43,caex,critical,1214.5,532.5
135,5.625,0,44,caex,caution,533.5,456.5
136,5.6667,0,43,caex,safe,1221.0,516.5
136,5.6667,0,44,caex,safe,530.0,455.0
137,5.7083,0,43,caex,safe,1231.0,517.0
137,5.7083,0,44,caex,safe,528.0,456.5
138,5.75,0,43,caex,safe,1236.0,512.5
138,5.75,0,44,caex,safe,524.0,455.0
139,5.7917,0,43,caex,safe,1247.0,499.0
139,5.7917,0,44,caex,safe,520.0,456.2
140,5.8333,0,43,caex,safe,1252.0,396.5
140,5.8333,0,44,caex,safe,515.0,451.5
141,5.875,0,43,caex,safe,1258.5,396.5
141,5.875,0,44,caex,safe,509.0,453.5
142,5.9167,0,43,caex,safe,1272.1,365.1
142,5.9167,0,44,caex,safe,502.0,454.5
143,5.9583,0,43,caex,safe,1285.6,333.7
143,5.9583,0,44,caex,safe,500.0,454.8
144,6.0,0,43,caex,safe,1299.2,302.3
144,6.0,0,44,caex,safe,497.2,456.0
145,6.0417,0,43,caex,safe,1312.7,271.0
145,6.0417,0,44,caex,safe,495.2,458.0
146,6.0833,0,43,caex,safe,1326.3,239.6
146,6.0833,0,44,caex,safe,497.5,459.0
146,6.0833,0,45,caex,safe,1248.0,419.8
147,6.125,0,43,caex,safe,1339.8,208.2
147,6.125,0,44,caex,safe,496.8,459.5
147,6.125,0,45,caex,safe,1240.0,429.5
148,6.1667,0,43,caex,safe,1353.4,176.8
148,6.1667,0,44,caex,safe,489.5,458.0
148,6.1667,0,45,caex,safe,1232.0,429.0
149,6.2083,0,43,caex,safe,1366.9,145.4
149,6.2083,0,44,caex,safe,471.8,459.0
149,6.2083,0,45,caex,safe,1231.5,433.8
150,6.25,0,44,caex,safe,459.0,463.8
150,6.25,0,45,caex,safe,1224.0,432.5
151,6.2917,0,44,caex,safe,455.0,459.0
151,6.2917,0,45,caex,safe,1219.5,437.5
152,6.3333,0,44,caex,safe,457.5,455.0
152,6.3333,0,45,caex,safe,1215.0,438.5
153,6.375,0,44,caex,safe,454.5,459.0
153,6.375,0,45,caex,safe,1209.5,438.5
154,6.4167,0,44,caex,safe,448.8,459.8
154,6.4167,0,45,caex,safe,1203.5,438.8
155,6.4583,0,44,caex,safe,443.1,460.6
155,6.4583,0,45,caex,safe,1195.0,439.5
156,6.5,0,44,caex,safe,437.4,461.4
156,6.5,0,45,caex,safe,1188.0,439.8
157,6.5417,0,44,caex,safe,431.7,462.2
157,6.5417,0,45,caex,safe,1182.0,439.5
158,6.5833,0,44,caex,safe,426.0,463.0
158,6.5833,0,45,caex,safe,1181.5,440.8
159,6.625,0,44,caex,safe,420.3,463.7
159,6.625,0,45,caex,safe,1174.5,440.0
160,6.6667,0,44,caex,safe,414.6,464.5
160,6.6667,0,45,caex,safe,1169.0,440.0
161,6.7083,0,44,caex,safe,408.9,465.3
161,6.7083,0,45,caex,safe,1158.0,440.8
162,6.75,0,45,caex,safe,1146.0,440.2
163,6.7917,0,45,caex,safe,1134.0,440.5
164,6.8333,0,45,caex,safe,1121.0,440.5
165,6.875,0,45,caex,safe,1108.2,440.2
166,6.9167,0,45,caex,safe,1097.0,440.5
167,6.9583,0,45,caex,safe,1089.0,441.0
168,7.0,0,45,caex,safe,1078.2,440.5
169,7.0417,0,45,caex,safe,1070.0,440.0
170,7.0833,0,45,caex,safe,1060.0,441.0
171,7.125,0,45,caex,safe,1050.2,440.8
172,7.1667,0,45,caex,safe,1042.0,441.8
173,7.2083,0,45,caex,safe,1033.8,446.0
174,7.25,0,45,caex,safe,1027.0,444.0
175,7.2917,0,45,caex,safe,1016.0,448.5
176,7.3333,0,45,caex,safe,1007.0,449.5
177,7.375,0,45,caex,safe,1001.0,450.5
178,7.4167,0,45,caex,safe,990.0,447.0
179,7.4583,0,45,caex,safe,976.5,451.5
180,7.5,0,45,caex,safe,971.0,452.0
181,7.5417,0,45,caex,safe,963.0,449.0
182,7.5833,0,45,caex,safe,952.0,449.5
183,7.625,0,45,caex,safe,943.0,449.0
184,7.6667,0,45,caex,safe,980.0,449.5
185,7.7083,0,45,caex,safe,987.0,457.5
186,7.75,0,45,caex,safe,989.5,457.8
187,7.7917,0,45,caex,safe,993.0,458.0
187,7.7917,0,46,caex,safe,836.5,438.0
188,7.8333,0,45,caex,safe,1004.5,457.2
188,7.8333,0,46,caex,safe,828.0,432.0
189,7.875,0,45,caex,caution,1011.0,460.8
189,7.875,0,46,caex,caution,820.0,436.0
190,7.9167,0,45,caex,caution,1017.5,459.8
190,7.9167,0,46,caex,caution,810.0,434.0
191,7.9583,0,45,caex,caution,1027.0,461.2
191,7.9583,0,46,caex,caution,826.0,438.0
192,8.0,0,45,caex,caution,1030.0,461.0
192,8.0,0,46,caex,caution,934.0,451.0
193,8.0417,0,45,caex,caution,1036.0,463.8
193,8.0417,0,46,caex,caution,926.0,449.5
194,8.0833,0,45,caex,critical,1048.2,464.0
194,8.0833,0,46,caex,critical,899.5,448.0
195,8.125,0,45,caex,critical,1037.0,468.0
195,8.125,0,46,caex,critical,896.9,447.5
196,8.1667,0,45,caex,critical,1038.0,471.5
196,8.1667,0,46,caex,critical,904.5,450.0
197,8.2083,0,45,caex,critical,1049.0,473.5
197,8.2083,0,46,caex,critical,899.0,450.0
198,8.25,0,45,caex,critical,1059.0,476.5
198,8.25,0,46,caex,critical,874.0,446.5
199,8.2917,0,45,caex,critical,1066.2,481.0
199,8.2917,0,46,caex,critical,875.0,448.5
200,8.3333,0,45,caex,critical,1073.0,483.0
200,8.3333,0,46,caex,critical,869.5,447.8
201,8.375,0,45,caex,critical,1085.0,482.5
201,8.375,0,46,caex,critical,773.0,442.0
202,8.4167,0,45,caex,critical,1095.0,483.0
202,8.4167,0,46,caex,critical,766.5,447.0
203,8.4583,0,45,caex,critical,1105.0,484.5
203,8.4583,0,46,caex,critical,762.5,447.5
204,8.5,0,45,caex,critical,1116.0,483.5
204,8.5,0,46,caex,critical,756.5,448.2
205,8.5417,0,45,caex,critical,1129.0,489.5
205,8.5417,0,46,caex,critical,745.0,447.0
206,8.5833,0,45,caex,critical,1142.0,492.0
206,8.5833,0,46,caex,critical,734.0,447.5
207,8.625,0,45,caex,critical,1147.0,498.0
207,8.625,0,46,caex,critical,732.0,452.5
208,8.6667,0,45,caex,critical,1153.0,499.5
208,8.6667,0,46,caex,critical,730.0,454.0
209,8.7083,0,45,caex,critical,1157.0,499.5
209,8.7083,0,46,caex,critical,719.0,455.0
210,8.75,0,45,caex,critical,1163.0,501.0
210,8.75,0,46,caex,critical,707.5,453.0
211,8.7917,0,45,caex,critical,1166.0,501.5
211,8.7917,0,46,caex,critical,695.5,456.5
212,8.8333,0,45,caex,critical,1168.0,503.0
212,8.8333,0,46,caex,critical,692.0,456.5
213,8.875,0,45,caex,critical,1170.0,507.0
213,8.875,0,46,caex,critical,683.0,455.8
214,8.9167,0,45,caex,critical,1182.0,506.0
214,8.9167,0,46,caex,critical,669.0,458.0
215,8.9583,0,45,caex,critical,1186.0,511.0
215,8.9583,0,46,caex,critical,663.5,458.0
216,9.0,0,45,caex,critical,1190.0,513.5
216,9.0,0,46,caex,critical,652.0,457.2
217,9.0417,0,45,caex,critical,1199.5,519.5
217,9.0417,0,46,caex,critical,643.5,457.2
218,9.0833,0,45,caex,critical,1203.0,526.5
218,9.0833,0,46,caex,critical,638.0,457.0
219,9.125,0,45,caex,safe,1211.5,525.5
219,9.125,0,46,caex,safe,629.0,457.5
220,9.1667,0,45,caex,safe,1214.5,523.0
220,9.1667,0,46,caex,safe,623.0,457.2
221,9.2083,0,45,caex,safe,1211.0,520.0
221,9.2083,0,46,caex,safe,619.0,458.0
222,9.25,0,45,caex,safe,1201.0,521.5
222,9.25,0,46,caex,safe,614.0,458.0
223,9.2917,0,45,caex,safe,1196.0,523.0
223,9.2917,0,46,caex,safe,604.0,457.2
224,9.3333,0,45,caex,safe,1191.0,520.0
224,9.3333,0,46,caex,safe,598.1,457.5
225,9.375,0,45,caex,safe,1222.5,534.5
225,9.375,0,46,caex,safe,588.5,458.0
226,9.4167,0,45,caex,safe,1240.0,532.5
226,9.4167,0,46,caex,safe,587.9,458.0
227,9.4583,0,45,caex,safe,1270.8,534.1
227,9.4583,0,46,caex,safe,586.0,458.0
228,9.5,0,45,caex,safe,1301.6,535.7
228,9.5,0,46,caex,safe,579.0,457.2
228,9.5,0,47,caex,safe,1170.0,448.5
229,9.5417,0,45,caex,safe,1332.4,537.3
229,9.5417,0,46,caex,safe,570.0,457.5
229,9.5417,0,47,caex,safe,1164.0,448.2
230,9.5833,0,45,caex,safe,1363.2,538.8
230,9.5833,0,46,caex,safe,568.0,457.5
230,9.5833,0,47,caex,safe,1160.0,443.0
231,9.625,0,45,caex,safe,1394.0,540.4
231,9.625,0,46,caex,safe,559.5,457.5
231,9.625,0,47,caex,safe,1136.0,444.0
232,9.6667,0,45,caex,caution,1424.8,542.0
232,9.6667,0,46,caex,safe,553.0,457.5
232,9.6667,0,47,caex,caution,1122.0,450.0
233,9.7083,0,45,caex,caution,1455.6,543.6
233,9.7083,0,46,caex,safe,549.5,457.5
233,9.7083,0,47,caex,caution,1114.2,449.0
234,9.75,0,45,caex,caution,1486.4,545.2
234,9.75,0,46,caex,safe,543.1,458.0
234,9.75,0,47,caex,caution,1101.0,445.0
235,9.7917,0,46,caex,safe,534.5,458.0
235,9.7917,0,47,caex,caution,1091.0,451.0
236,9.8333,0,46,caex,safe,531.0,457.8
236,9.8333,0,47,caex,caution,1082.0,451.0
237,9.875,0,46,caex,safe,527.5,458.0
237,9.875,0,47,caex,caution,1072.0,451.5
238,9.9167,0,46,caex,safe,525.0,458.0
238,9.9167,0,47,caex,caution,1059.0,454.5
239,9.9583,0,46,caex,safe,518.0,458.0
239,9.9583,0,47,caex,caution,1051.0,454.8
