frame,timestamp_s,shot,lighting,detections,min_distance_m,coverage,berm_confidence,crest_y_median,height_m_median,height_ratio_median
45,1.875,0,night,1,,0.5703,0.4993,544.3051,0.2375,1.975
46,1.9167,0,night,1,,0.6734,0.4548,544.442,0.2572,2.0654
47,1.9583,0,night,1,,0.6953,0.0931,544.6019,0.233,1.7858
48,2.0,0,night,1,,0.7086,0.0709,545.6993,0.2341,2.0617
49,2.0417,0,night,1,,0.7172,0.1296,546.458,0.2319,2.0632
50,2.0833,0,night,1,,0.7375,0.3039,561.8895,0.2529,2.2297
51,2.125,0,night,1,,0.7766,0.4093,564.7966,0.2254,2.0172
52,2.1667,0,night,2,17.98,0.7648,0.4193,566.4412,0.2958,2.1485
53,2.2083,0,night,2,17.36,0.9172,0.4526,572.5482,0.2658,1.8473
54,2.25,0,night,2,16.57,0.95,0.5286,565.5547,0.3114,1.9672
55,2.2917,0,night,2,16.01,0.9297,0.548,552.9786,0.4537,2.8237
56,2.3333,0,night,2,15.85,0.957,0.6816,557.2739,0.4208,2.5735
57,2.375,0,dusk,2,15.55,0.9352,0.7107,552.1663,0.433,2.6451
58,2.4167,0,dusk,2,15.11,0.9187,0.7101,550.3511,0.4465,2.7459
59,2.4583,0,dusk,2,14.57,0.8914,0.7108,540.5972,0.5064,3.0542
60,2.5,0,dusk,2,14.12,0.8555,0.6225,538.7295,0.3677,2.2116
61,2.5417,0,dusk,2,13.51,0.9172,0.6237,541.9402,0.308,1.841
62,2.5833,0,dusk,2,13.02,0.8914,0.5507,539.0817,0.247,1.4655
63,2.625,0,dusk,2,12.63,0.8656,0.2812,527.5617,0.2433,1.4324
64,2.6667,0,dusk,2,12.22,0.8656,0.0866,516.5997,0.2617,1.5322
65,2.7083,0,dusk,2,12.19,0.8625,0.2628,510.8566,0.2748,1.5644
66,2.75,0,dusk,2,12.02,0.925,0.0925,521.7385,0.236,1.3397
67,2.7917,0,dusk,2,12.11,0.932,0.0932,538.5276,0.2185,1.2183
68,2.8333,0,dusk,2,12.54,0.8461,0.0846,519.6686,0.2524,1.4064
69,2.875,0,dusk,1,,0.9938,0.2871,513.1008,0.2677,1.4004
70,2.9167,0,dusk,1,,0.9852,0.4725,503.7862,0.2599,1.3707
71,2.9583,0,dusk,1,,0.9828,0.6187,502.223,0.2761,1.4329
72,3.0,0,dusk,1,,0.9805,0.7201,498.4786,0.2706,1.4345
73,3.0417,0,dusk,1,,0.993,0.7322,496.7826,0.2798,1.4666
74,3.0833,0,dusk,1,,0.9836,0.8049,495.025,0.2795,1.4926
75,3.125,0,dusk,1,,0.9812,0.8283,493.8336,0.2741,1.4751
76,3.1667,0,dusk,1,,0.982,0.8567,492.8834,0.2877,1.5019
77,3.2083,0,day,1,,0.9805,0.8749,492.5737,0.278,1.4515
78,3.25,0,day,1,,0.9797,0.8759,492.0226,0.2907,1.4832
79,3.2917,0,day,1,,0.9828,0.8874,492.0392,0.2994,1.5321
80,3.3333,0,day,1,,0.9836,0.8654,492.0239,0.2934,1.5409
81,3.375,0,day,1,,0.9594,0.8146,489.3307,0.3054,1.6028
82,3.4167,0,day,1,,0.9578,0.674,488.7085,0.3124,1.6645
83,3.4583,0,day,1,,0.9711,0.5832,489.5987,0.3159,1.6578
84,3.5,0,day,1,,0.9734,0.6587,489.9595,0.325,1.6836
85,3.5417,0,day,1,,0.9695,0.6864,490.2495,0.3222,1.7007
86,3.5833,0,day,1,,0.9695,0.6325,489.4188,0.3285,1.6826
87,3.625,0,day,1,,0.9656,0.6002,487.8142,0.3392,1.7023
88,3.6667,0,day,1,,0.9648,0.6058,486.7339,0.3414,1.7279
89,3.7083,0,day,1,,0.9664,0.5237,486.3029,0.3282,1.6609
90,3.75,0,day,1,,0.9555,0.5547,485.946,0.3394,1.7248
91,3.7917,0,day,1,,0.9461,0.5454,485.5245,0.345,1.771
92,3.8333,0,day,1,,0.957,0.5695,485.3486,0.3364,1.7318
93,3.875,0,day,2,20.32,0.9313,0.0931,508.4197,0.2786,1.6206
94,3.9167,0,day,2,19.41,0.9094,0.0909,520.1262,0.2839,1.693
95,3.9583,0,day,2,19.04,0.7117,0.3027,514.026,0.2789,1.6797
96,4.0,0,day,2,18.67,0.7023,0.4379,517.4415,0.2617,1.5901
97,4.0417,0,day,2,17.87,0.6969,0.4736,518.0969,0.2586,1.5816
98,4.0833,0,day,2,16.87,0.8406,0.5541,522.9946,0.2274,1.398
99,4.125,0,day,2,12.05,0.8727,0.5434,561.6981,0.2393,1.6372
100,4.1667,0,day,2,12.28,0.8531,0.4666,551.0591,0.21,1.6259
101,4.2083,0,day,2,11.45,0.8578,0.5853,528.1066,0.1967,1.4255
102,4.25,0,day,2,10.55,0.9227,0.6375,574.4771,0.1958,1.4861
103,4.2917,0,day,2,8.42,0.8367,0.4882,596.3038,0.1577,1.3975
104,4.3333,0,day,2,8.32,0.875,0.3477,608.176,0.1437,1.2188
105,4.375,0,day,2,8.1,0.8555,0.2459,607.0325,0.1886,1.4187
106,4.4167,0,day,2,8.1,0.8961,0.0896,602.5289,0.176,1.3647
107,4.4583,0,day,2,8.95,0.8445,0.1368,603.2232,0.178,1.3348
108,4.5,0,day,2,9.78,0.7742,0.087,584.1616,0.2098,1.5651
109,4.5417,0,day,2,10.77,0.9258,0.1235,601.4991,0.1438,1.1597
110,4.5833,0,day,2,11.57,0.9508,0.2019,600.8016,0.1647,1.3424
111,4.625,0,day,2,12.0,0.9305,0.2995,604.2128,0.1714,1.3811
112,4.6667,0,day,2,11.84,0.9758,0.3728,603.9976,0.2001,1.7141
113,4.7083,0,day,2,13.48,0.8859,0.4716,596.7072,0.2378,1.8798
114,4.75,0,day,1,,0.9203,0.5774,603.0934,0.1215,1.2747
115,4.7917,0,day,1,,0.9773,0.6099,602.0,0.1033,1.077
116,4.8333,0,day,1,,0.7359,0.2879,576.8491,0.2406,2.226
117,4.875,0,day,1,,0.9141,0.2055,583.6645,0.1439,1.1629
118,4.9167,0,day,1,,0.6828,0.0864,547.0731,0.1781,1.4253
119,4.9583,0,day,2,15.13,0.8961,0.2008,588.5195,0.1765,1.0773
120,5.0,0,day,2,15.33,0.7469,0.2092,582.5874,0.1724,1.0646
121,5.0417,0,day,2,15.12,0.8703,0.2767,571.1221,0.2242,1.3438
122,5.0833,0,day,2,15.73,0.9172,0.3646,550.9422,0.2165,1.3034
123,5.125,0,day,2,16.46,0.8883,0.4044,536.8002,0.2182,1.3124
124,5.1667,0,day,2,17.08,0.7992,0.238,556.7935,0.2329,1.3558
125,5.2083,0,day,2,18.4,0.9125,0.4677,560.3739,0.2221,1.241
126,5.25,0,day,2,19.71,0.8633,0.4753,542.7661,0.2574,1.4131
127,5.2917,0,day,2,21.38,0.8914,0.4923,535.5414,0.2883,1.48
128,5.3333,0,day,2,23.16,0.8273,0.3777,525.6718,0.3356,1.6672
129,5.375,0,day,2,24.77,0.8672,0.3389,520.9464,0.3061,1.4611
130,5.4167,0,day,2,25.79,0.8805,0.4827,518.0092,0.3327,1.538
131,5.4583,0,day,2,27.86,0.9133,0.6074,517.3658,0.3546,1.5622
132,5.5,0,day,2,29.88,0.9047,0.6058,514.2898,0.3772,1.5738
133,5.5417,0,day,2,33.02,0.8664,0.5856,509.8622,0.3911,1.5151
134,5.5833,0,day,2,35.57,0.9227,0.5847,511.8121,0.3918,1.4569
135,5.625,0,day,2,40.65,0.9242,0.56,512.817,0.4456,1.4878
136,5.6667,0,day,2,43.87,0.9172,0.5888,512.0868,0.4553,1.45
137,5.7083,0,day,2,50.79,0.9219,0.5945,511.2593,0.5335,1.4886
138,5.75,0,day,2,55.91,0.918,0.608,510.3798,0.5941,1.5345
139,5.7917,0,day,2,71.03,0.9516,0.4726,503.2488,0.7447,1.5663
140,5.8333,0,day,2,83.05,0.9477,0.0948,467.1462,0.8694,1.9389
141,5.875,0,day,2,103.86,0.9477,0.2929,456.147,0.7733,1.4011
142,5.9167,0,day,2,109.22,0.957,0.0957,421.5987,0.6939,1.3472
143,5.9583,0,day,2,115.97,0.975,0.0975,417.2254,1.1301,2.3489
144,6.0,0,dusk,2,123.56,0.9828,0.2205,386.2048,1.0141,2.2838
145,6.0417,0,dusk,2,133.67,0.9812,0.4234,340.8012,0.5675,1.3838
146,6.0833,0,dusk,3,96.83,0.9695,0.4735,325.4002,0.6435,1.1786
147,6.125,0,dusk,3,48.64,0.9563,0.369,316.709,0.2653,1.2906
148,6.1667,0,dusk,3,39.21,0.9656,0.4436,312.3944,0.2415,1.6241
149,6.2083,0,dusk,3,55.85,0.9695,0.5663,309.4185,0.3982,1.922
150,6.25,0,night,2,50.25,0.9328,0.4078,384.0575,0.4162,2.4286
151,6.2917,0,night,2,46.99,0.9383,0.527,404.144,0.4116,2.5294
152,6.3333,0,night,2,45.16,0.9047,0.5284,419.2438,0.3825,2.4466
153,6.375,0,night,2,43.14,0.9031,0.214,420.7576,0.3941,2.6259
154,6.4167,0,night,2,41.1,0.8922,0.3074,421.6296,0.4087,2.8636
155,6.4583,0,night,2,39.6,0.9352,0.3308,421.807,0.4014,2.9084
156,6.5,0,night,2,38.24,0.8648,0.329,422.3111,0.3891,2.9317
157,6.5417,0,night,2,36.48,0.8734,0.4018,423.7562,0.3587,2.8659
158,6.5833,0,night,2,35.81,0.8695,0.4826,424.0291,0.36,2.9806
159,6.625,0,night,2,34.59,0.8594,0.5057,424.3007,0.3483,2.998
160,6.6667,0,night,2,33.77,0.8602,0.5517,424.9843,0.3426,3.03
161,6.7083,0,night,2,34.6,0.8594,0.5845,425.7738,0.3582,3.0597
162,6.75,0,night,1,,0.8406,0.5139,426.0694,0.3697,3.2825
163,6.7917,0,night,1,,0.8313,0.5734,426.6436,0.3745,3.383
164,6.8333,0,night,1,,0.8234,0.3863,420.2424,0.4193,3.5122
165,6.875,0,night,1,,0.8211,0.488,412.6847,0.3929,3.4154
166,6.9167,0,night,1,,0.8258,0.5615,406.9923,0.4015,3.429
167,6.9583,0,night,1,,0.8063,0.5659,402.9191,0.4092,3.4544
168,7.0,0,night,1,,0.8,0.5193,405.4706,0.4635,4.1019
169,7.0417,0,night,1,,0.7992,0.5916,403.9239,0.6329,5.5206
170,7.0833,0,night,1,,0.8,0.6177,403.0708,0.704,5.9429
171,7.125,0,night,1,,0.8094,0.605,403.6948,0.7685,6.415
172,7.1667,0,night,1,,0.8305,0.5028,406.5938,0.8071,7.0571
173,7.2083,0,night,1,,0.8125,0.5382,406.7649,0.767,6.5481
174,7.25,0,night,1,,0.8367,0.5745,412.4972,0.7088,6.0037
175,7.2917,0,night,1,,0.8148,0.6256,412.27,0.682,5.8378
176,7.3333,0,night,1,,0.7898,0.6265,411.7159,0.6613,5.952
177,7.375,0,night,1,,0.7914,0.642,413.9868,0.645,5.7098
178,7.4167,0,night,1,,0.8219,0.5964,417.9294,0.532,4.797
179,7.4583,0,night,1,,0.7977,0.584,419.022,0.535,4.8043
180,7.5,0,night,1,,0.7805,0.5554,421.3583,0.5373,4.8826
181,7.5417,0,night,1,,0.7898,0.487,422.9369,0.5187,4.6108
182,7.5833,0,night,1,,0.8234,0.2678,423.3687,0.491,4.1515
183,7.625,0,night,1,,0.8258,0.4498,427.084,0.4338,3.8467
184,7.6667,0,night,1,,0.8375,0.4554,426.0181,0.5884,3.7122
185,7.7083,0,night,1,,0.8453,0.4886,425.1072,0.6524,3.5023
186,7.75,0,night,1,,0.8273,0.5606,419.0482,0.6596,3.4529
187,7.7917,0,night,2,14.54,0.8625,0.5147,416.9534,0.8025,3.2676
188,7.8333,0,night,2,16.82,0.8625,0.5857,420.2309,0.8424,3.4677
189,7.875,0,night,2,17.69,0.868,0.6185,413.7137,0.892,3.6485
190,7.9167,0,night,2,19.56,0.8766,0.6576,419.0332,0.9488,3.8323
191,7.9583,0,night,2,14.38,0.8867,0.6881,423.0388,0.8103,4.215
192,8.0,0,night,2,4.34,0.8898,0.7209,424.1856,0.541,4.228
193,8.0417,0,night,2,5.02,0.8852,0.7438,425.1929,0.5849,4.6586
194,8.0833,0,night,2,6.75,0.9023,0.7448,428.459,0.6091,4.8193
195,8.125,0,night,2,5.87,0.8672,0.7031,429.5678,0.5375,4.8096
196,8.1667,0,night,2,5.19,0.8602,0.6796,430.0383,0.4718,4.6019
197,8.2083,0,night,2,5.69,0.8578,0.6878,430.359,0.4526,4.4868
198,8.25,0,night,2,7.06,0.8562,0.7008,430.85,0.4303,4.324
199,8.2917,0,night,2,7.26,0.8422,0.6627,419.8131,0.4235,4.3027
200,8.3333,0,night,2,7.61,0.8156,0.629,416.803,0.3531,3.6845
201,8.375,0,night,2,14.75,0.7961,0.6338,411.4514,0.4557,3.648
202,8.4167,0,night,2,14.57,0.7898,0.5667,418.6967,0.4646,5.0444
203,8.4583,0,night,2,15.01,0.7859,0.5946,420.199,0.4879,5.3125
204,8.5,0,night,2,14.93,0.8375,0.6594,425.4454,0.3972,3.4445
205,8.5417,0,night,2,16.17,0.7648,0.5868,419.6568,0.4725,4.0475
206,8.5833,0,night,2,16.98,0.7859,0.6048,422.1231,0.4551,3.9163
207,8.625,0,night,2,17.24,0.7758,0.4041,422.7776,0.476,5.2183
208,8.6667,0,night,2,17.6,0.7953,0.4839,424.3907,0.4779,5.1982
209,8.7083,0,night,2,18.01,0.8266,0.5182,435.8262,0.4279,3.5993
210,8.75,0,night,2,20.36,0.8461,0.5386,494.4762,0.4322,4.3736
211,8.7917,0,night,2,21.53,0.9219,0.5999,503.5364,0.4173,4.0334
212,8.8333,0,night,2,21.22,0.9297,0.6106,503.5478,0.416,3.2015
213,8.875,0,night,2,21.58,0.9164,0.559,503.4564,0.4328,3.3555
214,8.9167,0,night,2,24.88,0.9703,0.6502,504.0443,0.4741,3.2406
215,8.9583,0,night,2,26.04,0.9531,0.6726,504.6077,0.4449,2.9183
216,9.0,0,night,2,27.89,0.9484,0.5958,505.1055,0.4196,2.6297
217,9.0417,0,night,2,30.45,0.9531,0.2877,505.2231,0.4256,2.5048
218,9.0833,0,night,2,32.26,0.9187,0.3632,503.9083,0.4179,2.3475
219,9.125,0,night,2,35.04,0.9773,0.4238,510.126,0.4129,2.1927
220,9.1667,0,night,2,36.69,0.9508,0.4182,507.7777,0.4338,2.2129
221,9.2083,0,dusk,2,35.4,0.9484,0.5816,508.3557,0.4331,2.1591
222,9.25,0,dusk,2,31.93,0.9414,0.6599,509.9041,0.4063,1.4892
223,9.2917,0,dusk,2,31.47,0.907,0.6288,510.1106,0.417,1.5659
224,9.3333,0,dusk,2,30.32,0.9008,0.6592,509.1074,0.4281,1.6763
225,9.375,0,dusk,2,41.99,0.9437,0.7051,507.527,0.5964,1.7769
226,9.4167,0,day,2,56.21,0.9492,0.6742,506.0234,0.7284,1.6664
227,9.4583,0,day,2,58.9,0.9477,0.6898,505.047,0.6996,1.5965
228,9.5,0,day,3,9.0,0.9602,0.7553,502.5931,0.3348,1.5093
229,9.5417,0,day,3,9.62,0.982,0.6983,500.8544,0.3317,1.4722
230,9.5833,0,day,3,10.94,0.9789,0.7726,500.9795,0.3344,1.4543
231,9.625,0,day,3,11.71,0.9766,0.827,500.7298,0.3177,1.4242
232,9.6667,0,day,3,12.13,0.9766,0.7571,498.8673,0.3071,1.4246
233,9.7083,0,day,3,13.32,0.943,0.7516,504.6137,0.3046,1.4129
234,9.75,0,day,3,14.91,0.9461,0.7139,506.7262,0.3031,1.4031
235,9.7917,0,day,2,26.63,0.9109,0.4222,487.1179,0.378,1.7473
236,9.8333,0,day,2,26.48,0.9031,0.4245,484.5431,0.4035,1.8571
237,9.875,0,day,2,26.1,0.8938,0.5387,483.34,0.3948,1.8195
238,9.9167,0,day,2,25.79,0.8758,0.5129,479.6082,0.3487,1.586
239,9.9583,0,day,2,25.23,0.8656,0.4545,469.7403,0.3233,1.5
