frame,timestamp_s,shot,track_id,vehicle_class,risk,ground_x_px,ground_y_px
126,5.25,0,48,caex,caution,408.2,458.8
126,5.25,0,50,caex,caution,511.5,664.0
127,5.2917,0,48,caex,caution,399.0,460.0
127,5.2917,0,50,caex,caution,653.5,656.0
128,5.3333,0,48,caex,caution,389.8,461.1
128,5.3333,0,50,caex,caution,712.5,658.0
129,5.375,0,48,caex,caution,380.6,462.2
129,5.375,0,50,caex,caution,768.5,657.5
130,5.4167,0,48,caex,caution,423.8,443.5
130,5.4167,0,50,caex,caution,972.0,664.0
131,5.4583,0,48,caex,caution,421.5,438.2
131,5.4583,0,50,caex,caution,903.5,616.0
132,5.5,0,48,caex,caution,404.5,450.0
132,5.5,0,50,caex,caution,1005.5,669.0
133,5.5417,0,48,caex,caution,411.0,442.5
133,5.5417,0,50,caex,caution,1031.5,658.5
134,5.5833,0,48,caex,caution,403.2,449.8
134,5.5833,0,50,caex,caution,1068.8,619.0
135,5.625,0,48,caex,caution,404.5,440.5
135,5.625,0,50,caex,caution,1095.0,617.0
136,5.6667,0,48,caex,caution,398.0,443.5
136,5.6667,0,50,caex,caution,1127.0,622.0
137,5.7083,0,48,caex,caution,384.5,454.5
137,5.7083,0,50,caex,caution,1161.5,618.0
138,5.75,0,48,caex,caution,383.0,454.0
138,5.75,0,50,caex,caution,1190.5,601.0
139,5.7917,0,48,caex,safe,392.0,437.5
139,5.7917,0,50,caex,safe,1214.5,575.5
140,5.8333,0,48,caex,safe,385.0,436.5
140,5.8333,0,50,caex,safe,1269.9,554.2
141,5.875,0,48,caex,safe,380.0,432.7
141,5.875,0,50,caex,safe,1325.3,532.9
142,5.9167,0,48,caex,safe,374.9,428.9
142,5.9167,0,50,caex,safe,1380.7,511.6
142,5.9167,0,51,caex,safe,1204.0,440.0
143,5.9583,0,48,caex,safe,369.9,425.1
143,5.9583,0,50,caex,safe,1436.1,490.4
143,5.9583,0,51,caex,safe,1198.5,440.0
144,6.0,0,48,caex,safe,364.9,421.3
144,6.0,0,50,caex,caution,1491.5,469.1
144,6.0,0,51,caex,caution,1194.0,441.5
145,6.0417,0,48,caex,safe,359.8,417.6
145,6.0417,0,50,caex,caution,1546.9,447.8
145,6.0417,0,51,caex,caution,1190.0,440.8
146,6.0833,0,48,caex,safe,354.8,413.8
146,6.0833,0,50,caex,caution,1602.3,426.5
146,6.0833,0,51,caex,caution,1182.0,438.5
147,6.125,0,48,caex,safe,349.8,410.0
147,6.125,0,50,caex,caution,1657.7,405.2
147,6.125,0,51,caex,caution,1181.0,436.5
148,6.1667,0,48,caex,safe,344.7,406.2
148,6.1667,0,51,caex,caution,1178.0,437.5
149,6.2083,0,51,caex,caution,1175.0,440.0
150,6.25,0,51,caex,caution,1166.0,435.8
151,6.2917,0,51,caex,caution,1161.0,439.5
152,6.3333,0,51,caex,caution,1156.0,440.0
153,6.375,0,51,caex,caution,1150.0,440.5
154,6.4167,0,51,caex,caution,1145.0,441.5
155,6.4583,0,51,caex,safe,1135.0,441.0
156,6.5,0,51,caex,safe,1131.0,441.0
157,6.5417,0,51,caex,safe,1125.0,441.2
158,6.5833,0,51,caex,safe,1118.0,442.0
159,6.625,0,51,caex,safe,1110.0,442.0
160,6.6667,0,51,caex,safe,1095.5,443.1
161,6.7083,0,51,caex,safe,1101.0,443.8
162,6.75,0,51,caex,safe,1097.0,445.2
163,6.7917,0,51,caex,safe,1087.8,447.2
164,6.8333,0,51,caex,safe,1083.0,448.5
165,6.875,0,51,caex,safe,1081.0,445.5
166,6.9167,0,51,caex,safe,1074.0,447.0
167,6.9583,0,51,caex,safe,1069.0,447.0
168,7.0,0,51,caex,safe,1064.0,446.5
169,7.0417,0,51,caex,safe,1058.0,447.8
170,7.0833,0,51,caex,safe,1046.9,446.8
171,7.125,0,51,caex,safe,1035.8,445.8
172,7.1667,0,51,caex,safe,1024.8,444.8
173,7.2083,0,51,caex,safe,1013.7,443.8
174,7.25,0,51,caex,safe,1002.6,442.8
175,7.2917,0,51,caex,safe,1028.0,448.5
176,7.3333,0,51,caex,safe,1047.9,454.7
177,7.375,0,51,caex,safe,1018.0,451.8
178,7.4167,0,51,caex,safe,1012.0,452.0
178,7.4167,0,52,caex,safe,51.0,546.5
179,7.4583,0,51,caex,safe,1012.0,451.5
179,7.4583,0,52,caex,safe,59.3,547.5
180,7.5,0,51,caex,safe,1004.0,451.0
180,7.5,0,52,caex,safe,66.7,548.5
181,7.5417,0,51,caex,safe,997.0,457.5
181,7.5417,0,52,caex,safe,79.2,552.5
182,7.5833,0,51,caex,safe,991.0,453.0
182,7.5833,0,52,caex,safe,88.1,554.0
183,7.625,0,51,caex,safe,985.5,457.5
183,7.625,0,52,caex,safe,96.6,556.0
184,7.6667,0,51,caex,safe,983.0,458.0
184,7.6667,0,52,caex,safe,107.8,559.5
185,7.7083,0,51,caex,safe,977.0,458.0
185,7.7083,0,52,caex,safe,117.2,563.0
186,7.75,0,51,caex,safe,968.0,458.0
186,7.75,0,52,caex,safe,127.1,560.5
187,7.7917,0,51,caex,safe,963.0,461.5
187,7.7917,0,52,caex,safe,142.8,566.0
188,7.8333,0,51,caex,safe,956.0,460.5
188,7.8333,0,52,caex,safe,148.8,572.0
189,7.875,0,51,caex,safe,950.0,459.5
189,7.875,0,52,caex,safe,158.5,567.5
190,7.9167,0,51,caex,safe,939.0,458.0
190,7.9167,0,52,caex,safe,168.2,564.0
191,7.9583,0,51,caex,safe,934.0,460.0
191,7.9583,0,52,caex,safe,176.0,562.0
192,8.0,0,51,caex,safe,928.0,465.8
192,8.0,0,52,caex,safe,188.5,566.0
193,8.0417,0,51,caex,safe,922.0,465.2
193,8.0417,0,52,caex,safe,212.1,565.0
194,8.0833,0,51,caex,safe,910.0,467.5
194,8.0833,0,52,caex,safe,229.5,569.5
195,8.125,0,51,caex,safe,905.5,469.0
195,8.125,0,52,caex,safe,230.2,567.0
196,8.1667,0,51,caex,safe,902.0,469.8
196,8.1667,0,52,caex,safe,272.9,569.0
197,8.2083,0,51,caex,safe,894.0,471.0
197,8.2083,0,52,caex,safe,283.5,568.5
198,8.25,0,51,caex,safe,890.0,471.5
198,8.25,0,52,caex,safe,316.6,563.5
199,8.2917,0,51,caex,safe,875.0,471.0
199,8.2917,0,52,caex,safe,327.8,563.5
200,8.3333,0,51,caex,safe,868.0,471.0
200,8.3333,0,52,caex,safe,349.0,557.5
201,8.375,0,51,caex,safe,861.5,471.2
201,8.375,0,52,caex,safe,362.8,560.5
202,8.4167,0,51,caex,safe,857.5,471.5
202,8.4167,0,52,caex,safe,381.1,562.0
203,8.4583,0,51,caex,safe,848.0,471.5
203,8.4583,0,52,caex,safe,402.0,562.5
204,8.5,0,51,caex,safe,843.0,472.0
204,8.5,0,52,caex,safe,402.5,558.5
205,8.5417,0,51,caex,safe,838.0,472.0
205,8.5417,0,52,caex,safe,441.2,559.0
206,8.5833,0,51,caex,caution,832.5,473.0
206,8.5833,0,52,caex,caution,449.8,558.5
207,8.625,0,51,caex,caution,824.0,473.0
207,8.625,0,52,caex,caution,473.5,563.0
208,8.6667,0,51,caex,caution,819.0,474.0
208,8.6667,0,52,caex,caution,485.0,561.0
209,8.7083,0,51,caex,caution,810.0,473.5
209,8.7083,0,52,caex,caution,506.2,565.5
210,8.75,0,51,caex,caution,807.5,474.8
210,8.75,0,52,caex,caution,519.1,563.5
211,8.7917,0,51,caex,caution,802.0,474.0
211,8.7917,0,52,caex,caution,539.5,560.5
212,8.8333,0,51,caex,caution,791.5,475.4
212,8.8333,0,52,caex,caution,560.5,555.5
213,8.875,0,51,caex,caution,781.0,476.9
213,8.875,0,52,caex,caution,574.0,556.0
214,8.9167,0,51,caex,caution,743.0,475.5
214,8.9167,0,52,caex,caution,590.1,547.5
215,8.9583,0,51,caex,caution,754.0,479.0
215,8.9583,0,52,caex,caution,611.0,553.0
216,9.0,0,51,caex,critical,721.5,482.0
216,9.0,0,52,caex,critical,639.5,549.0
217,9.0417,0,51,caex,critical,745.5,497.5
217,9.0417,0,52,caex,critical,655.5,543.0
218,9.0833,0,51,caex,critical,748.0,505.0
218,9.0833,0,52,caex,critical,672.5,542.5
219,9.125,0,51,caex,critical,747.0,513.0
219,9.125,0,52,caex,critical,709.3,539.1
220,9.1667,0,51,caex,critical,752.5,485.0
220,9.1667,0,52,caex,critical,696.5,533.0
221,9.2083,0,51,caex,critical,718.0,481.5
221,9.2083,0,52,caex,critical,702.1,527.7
222,9.25,0,51,caex,critical,710.5,487.5
222,9.25,0,52,caex,critical,707.7,522.4
223,9.2917,0,51,caex,critical,718.5,486.0
223,9.2917,0,52,caex,critical,713.3,517.1
224,9.3333,0,51,caex,critical,724.0,484.5
224,9.3333,0,52,caex,critical,719.0,511.9
225,9.375,0,51,caex,critical,734.0,480.8
225,9.375,0,52,caex,critical,724.6,506.6
226,9.4167,0,51,caex,critical,736.0,478.5
226,9.4167,0,52,caex,critical,730.2,501.3
227,9.4583,0,51,caex,critical,732.5,478.5
227,9.4583,0,52,caex,critical,735.8,496.0
228,9.5,0,51,caex,critical,732.0,481.5
228,9.5,0,52,caex,critical,741.4,490.7
229,9.5417,0,51,caex,critical,729.0,478.8
230,9.5833,0,51,caex,critical,726.5,481.5
231,9.625,0,51,caex,critical,724.0,481.0
232,9.6667,0,51,caex,critical,721.0,482.0
233,9.7083,0,51,caex,critical,719.0,481.8
234,9.75,0,51,caex,critical,727.5,471.5
235,9.7917,0,51,caex,critical,712.0,482.5
236,9.8333,0,51,caex,critical,708.0,483.0
237,9.875,0,51,caex,critical,706.0,483.8
238,9.9167,0,51,caex,safe,702.5,484.0
239,9.9583,0,51,caex,safe,697.5,484.5
