frame,timestamp_s,shot,lighting,detections,min_distance_m,coverage,berm_confidence,crest_y_median,height_m_median,height_ratio_median
55,2.2917,0,night,1,,0.8633,0.654,516.2551,0.2949,1.93
56,2.3333,0,night,1,,0.7891,0.6447,514.3244,0.2995,1.9045
57,2.375,0,night,1,,0.8602,0.6002,515.4258,0.2891,1.8545
58,2.4167,0,night,1,,0.8406,0.5676,514.7296,0.2876,1.8848
59,2.4583,0,night,1,,0.8828,0.6212,514.9254,0.2832,1.8089
60,2.5,0,dusk,1,,0.8555,0.6523,514.2717,0.2725,1.7222
61,2.5417,0,dusk,1,,0.8719,0.6616,513.9794,0.2752,1.7111
62,2.5833,0,dusk,1,,0.8797,0.6425,513.7296,0.2882,1.7246
63,2.625,0,dusk,1,,0.882,0.6539,513.5472,0.2837,1.6632
64,2.6667,0,dusk,1,,0.8727,0.6346,513.3961,0.2672,1.6269
65,2.7083,0,dusk,1,,0.8891,0.7048,513.555,0.2501,1.5573
66,2.75,0,dusk,1,,0.8938,0.6439,510.7313,0.3455,1.7895
67,2.7917,0,dusk,1,,0.9461,0.454,506.1113,0.3356,1.8537
68,2.8333,0,dusk,1,,0.9844,0.2848,483.1941,0.654,2.6577
69,2.875,0,dusk,1,,0.9781,0.482,464.5533,0.309,1.2158
70,2.9167,0,day,1,,0.9789,0.5857,451.5319,0.3757,1.5017
71,2.9583,0,day,1,,0.9922,0.7093,442.8578,0.3421,1.4115
72,3.0,0,day,1,,0.9648,0.7423,436.2652,0.2484,1.0327
73,3.0417,0,day,1,,0.9844,0.7983,436.6659,0.2577,1.0358
74,3.0833,0,day,1,,0.9859,0.8152,436.5491,0.2869,1.139
75,3.125,0,day,1,,0.9828,0.8327,435.2582,0.335,1.3389
76,3.1667,0,day,1,,0.9805,0.8429,434.7943,0.374,1.4859
77,3.2083,0,day,1,,0.9797,0.8357,434.1332,0.3874,1.6068
78,3.25,0,day,1,,0.9805,0.8691,433.7388,0.4108,1.7134
79,3.2917,0,day,1,,0.9609,0.8205,431.3003,0.401,1.7136
80,3.3333,0,day,1,,0.9805,0.8419,433.1659,0.4633,1.8432
81,3.375,0,day,1,,0.9805,0.8627,433.355,0.4739,1.9153
82,3.4167,0,day,1,,0.9789,0.8792,433.3282,0.4807,1.9503
83,3.4583,0,day,1,,0.9781,0.8919,433.1518,0.4925,1.9815
84,3.5,0,day,1,,0.9797,0.8665,433.5967,0.4804,1.965
85,3.5417,0,day,1,,0.9789,0.8813,433.9578,0.4812,1.9663
86,3.5833,0,day,1,,0.9797,0.8875,434.0464,0.4626,1.9057
87,3.625,0,day,1,,0.9797,0.8789,433.2247,0.4685,1.8758
88,3.6667,0,day,1,,0.9805,0.8707,432.7902,0.4564,1.8272
89,3.7083,0,day,1,,0.9789,0.8825,433.2038,0.4421,1.7937
90,3.75,0,day,1,,0.9711,0.7891,433.0112,0.4482,1.7944
91,3.7917,0,day,1,,0.9563,0.7922,432.3588,0.4413,1.7736
92,3.8333,0,day,1,,0.9516,0.8087,428.5517,0.4338,1.7626
93,3.875,0,day,1,,0.9508,0.6516,432.5963,0.4318,1.7557
94,3.9167,0,day,1,,0.9437,0.6981,441.1626,0.4223,1.7009
95,3.9583,0,day,2,14.16,0.9602,0.096,494.1027,0.4188,2.1533
96,4.0,0,day,2,15.49,0.9477,0.0948,506.0807,0.2336,1.1669
97,4.0417,0,day,2,14.32,0.9117,0.0912,512.9957,0.3482,1.822
98,4.0833,0,day,2,13.26,0.7359,0.0736,500.3354,0.3017,1.8114
99,4.125,0,day,2,12.88,0.7344,0.0957,506.3837,0.3097,1.9077
100,4.1667,0,day,2,10.76,0.8422,0.3151,520.7009,0.293,1.8534
101,4.2083,0,day,2,12.51,0.7352,0.2703,568.9211,0.2791,1.843
102,4.25,0,day,2,13.28,0.7625,0.157,655.7118,0.2074,1.3718
103,4.2917,0,day,2,15.36,0.7484,0.0748,657.3246,0.2129,1.4088
104,4.3333,0,day,2,16.39,0.9617,0.0962,628.0483,0.1476,0.9753
105,4.375,0,day,2,19.55,0.9781,0.0978,614.5105,0.2658,1.3853
106,4.4167,0,day,2,19.13,0.9227,0.0923,585.6903,0.2663,1.4532
107,4.4583,0,day,2,24.51,0.8672,0.0867,572.5643,0.23,1.1924
108,4.5,0,day,2,23.87,0.875,0.0875,612.0208,0.1769,0.9349
109,4.5417,0,day,2,24.46,0.9609,0.0961,587.3447,0.1752,0.9073
110,4.5833,0,day,2,25.57,0.9625,0.0963,568.8837,0.1889,0.9482
111,4.625,0,day,2,32.38,0.95,0.095,560.4597,0.3214,1.3633
112,4.6667,0,day,2,37.66,0.9336,0.1656,558.9719,0.4146,1.5567
113,4.7083,0,day,2,50.75,0.9219,0.0922,540.8862,0.4954,1.4423
114,4.75,0,day,2,54.56,0.9203,0.092,527.201,0.4905,1.465
115,4.7917,0,day,2,58.67,0.9641,0.0964,509.1688,0.4761,1.4708
116,4.8333,0,day,2,63.3,0.9281,0.0928,477.5781,0.4562,1.4509
117,4.875,0,day,3,18.56,0.95,0.095,430.2238,0.3695,1.5449
118,4.9167,0,day,3,17.53,0.9695,0.097,481.7233,0.3263,1.3629
119,4.9583,0,day,3,18.74,0.9484,0.0948,433.3315,0.3478,1.4815
120,5.0,0,day,3,18.32,0.9484,0.1522,428.5861,0.3356,1.4459
121,5.0417,0,day,3,16.92,0.9469,0.3544,430.0267,0.3312,1.3979
122,5.0833,0,day,2,14.11,0.7789,0.0779,497.8282,0.2419,1.3542
123,5.125,0,day,2,14.14,0.8742,0.0874,521.3772,0.237,1.2838
124,5.1667,0,day,2,13.61,0.9078,0.0908,523.0583,0.2406,1.3166
125,5.2083,0,day,2,13.59,0.8523,0.0852,516.4681,0.2616,1.5268
126,5.25,0,day,2,14.58,0.8516,0.0852,514.4502,0.247,1.3703
127,5.2917,0,day,2,15.06,0.8445,0.0845,565.3459,0.213,1.277
128,5.3333,0,day,2,16.28,0.8531,0.0853,599.5596,0.2602,1.5526
129,5.375,0,day,2,17.54,0.8406,0.0841,625.7319,0.2195,1.3006
130,5.4167,0,day,2,22.43,0.8508,0.1726,652.025,0.2225,1.2794
131,5.4583,0,day,2,21.66,0.9555,0.0955,618.6354,0.1639,0.8923
132,5.5,0,day,2,23.87,0.9422,0.0942,637.1274,0.1718,0.9643
133,5.5417,0,day,2,25.54,0.7734,0.0773,636.7739,0.1861,1.0073
134,5.5833,0,day,2,26.5,0.9344,0.0934,600.2305,0.2634,1.3843
135,5.625,0,dusk,2,29.57,0.9516,0.0952,568.9993,0.2767,1.368
136,5.6667,0,dusk,2,32.97,0.943,0.0943,545.8123,0.3021,1.3832
137,5.7083,0,dusk,2,37.9,0.9297,0.1253,527.0192,0.3663,1.4951
138,5.75,0,dusk,2,45.4,0.9445,0.2723,518.1348,0.3869,1.3618
139,5.7917,0,dusk,2,56.14,0.9328,0.1391,514.6852,0.3594,1.0749
140,5.8333,0,dusk,2,58.58,0.9445,0.2798,511.6038,0.3861,1.1888
141,5.875,0,dusk,2,61.51,0.9492,0.2587,506.2554,0.3999,1.2663
142,5.9167,0,night,3,11.2,0.9531,0.1695,506.3673,0.3774,1.3643
143,5.9583,0,night,3,11.62,0.9305,0.093,444.3496,0.3563,1.4596
144,6.0,0,night,3,15.13,0.9375,0.0938,406.0454,0.4129,1.7125
145,6.0417,0,night,3,19.51,0.9508,0.126,374.2818,0.4031,2.6299
146,6.0833,0,night,3,26.78,0.95,0.3546,352.7165,0.5374,3.6346
147,6.125,0,night,3,36.67,0.95,0.5256,336.8637,0.3196,2.1532
148,6.1667,0,night,2,44.62,0.9273,0.5183,365.8044,0.1692,1.3017
149,6.2083,0,night,1,,0.8672,0.3756,390.8009,0.1477,1.0784
150,6.25,0,night,1,,0.9047,0.4617,407.8103,0.2507,1.7535
151,6.2917,0,night,1,,0.8656,0.4384,418.6708,0.3028,2.1828
152,6.3333,0,night,1,,0.8375,0.5546,425.4824,0.4349,3.0725
153,6.375,0,night,1,,0.8234,0.6027,429.2251,0.472,3.4017
154,6.4167,0,night,1,,0.8273,0.6518,430.2757,0.6176,4.3864
155,6.4583,0,night,1,,0.8125,0.5964,431.1822,0.6525,4.6093
156,6.5,0,night,1,,0.8328,0.4175,431.8161,0.7095,4.8267
157,6.5417,0,night,1,,0.8383,0.5235,432.5726,0.6778,4.6597
158,6.5833,0,night,1,,0.8375,0.5888,432.694,0.6483,4.2421
159,6.625,0,night,1,,0.8305,0.6254,432.7729,0.6365,4.2639
160,6.6667,0,night,1,,0.8313,0.6413,432.7241,0.6303,4.2036
161,6.7083,0,night,1,,0.8398,0.6736,433.0666,0.6237,3.9573
162,6.75,0,night,1,,0.8328,0.6712,433.1872,0.6558,3.9862
163,6.7917,0,night,1,,0.8211,0.6884,437.2445,0.6149,3.6745
164,6.8333,0,night,1,,0.818,0.5807,438.9048,0.6264,3.7611
165,6.875,0,night,1,,0.8242,0.4911,439.5179,0.6788,4.07
166,6.9167,0,night,1,,0.8008,0.5114,439.8645,0.5972,3.7429
167,6.9583,0,night,1,,0.7953,0.5608,440.324,0.5795,3.5878
168,7.0,0,night,1,,0.8055,0.342,441.3569,0.5885,3.6056
169,7.0417,0,night,1,,0.8172,0.3816,447.8867,0.5722,3.5327
170,7.0833,0,night,1,,0.8242,0.4866,449.881,0.5637,3.493
171,7.125,0,night,1,,0.8727,0.467,452.403,0.5325,3.3122
172,7.1667,0,night,1,,0.882,0.5468,452.7459,0.508,3.1713
173,7.2083,0,night,1,,0.9477,0.6896,452.9783,0.4311,2.7012
174,7.25,0,night,1,,0.9898,0.8178,454.0,0.3362,2.1143
175,7.2917,0,night,1,,0.8836,0.6215,456.0349,0.6309,3.8843
176,7.3333,0,night,1,,0.8586,0.5891,458.4003,0.6803,4.0944
177,7.375,0,night,1,,0.8656,0.6752,460.7164,0.6438,4.0612
178,7.4167,0,night,2,79.99,0.9203,0.4749,483.7257,0.5285,2.0843
179,7.4583,0,night,2,73.94,0.918,0.4912,495.5587,0.7299,3.0968
180,7.5,0,night,2,66.79,0.9219,0.6351,502.4175,1.1023,5.1075
181,7.5417,0,night,2,57.84,0.9086,0.6171,506.0604,1.372,7.0487
182,7.5833,0,night,2,53.0,0.9125,0.6126,509.1984,1.07,5.9991
183,7.625,0,night,2,48.74,0.9031,0.5279,512.0159,0.8617,5.1039
184,7.6667,0,night,2,45.8,0.8375,0.6574,514.0193,0.6888,4.2618
185,7.7083,0,night,2,43.58,0.8148,0.6178,516.1151,0.572,3.6615
186,7.75,0,night,2,40.24,0.8922,0.3029,518.2282,0.4662,3.1712
187,7.7917,0,night,2,36.92,0.8305,0.6909,518.7096,0.4149,2.9883
188,7.8333,0,night,2,35.62,0.8109,0.0848,517.3452,0.3935,2.8968
189,7.875,0,night,2,34.28,0.8641,0.0864,520.4329,0.3711,2.8029
190,7.9167,0,night,2,32.55,0.8602,0.086,520.7952,0.3665,2.8645
191,7.9583,0,night,2,31.32,0.8648,0.2311,518.9588,0.3581,2.8466
192,8.0,0,night,2,29.47,0.8461,0.3977,518.7705,0.3455,2.8032
193,8.0417,0,night,2,29.27,0.8469,0.4958,518.4173,0.3757,2.9783
194,8.0833,0,night,2,27.55,0.8812,0.583,519.2822,0.3853,3.1134
195,8.125,0,night,2,26.69,0.8828,0.5842,519.0074,0.3805,3.1413
196,8.1667,0,night,2,26.33,0.9148,0.6421,519.2534,0.4113,3.2527
197,8.2083,0,night,2,25.7,0.9422,0.6319,520.2281,0.3953,3.1107
198,8.25,0,night,2,24.85,0.9211,0.6467,519.464,0.4069,3.1606
199,8.2917,0,night,2,24.01,0.9352,0.7042,519.58,0.3758,2.9172
200,8.3333,0,night,2,23.46,0.9008,0.6155,518.5903,0.4174,3.1714
201,8.375,0,night,2,22.81,0.9367,0.6173,519.1847,0.4064,3.0927
202,8.4167,0,night,2,22.64,0.9406,0.6556,518.261,0.4036,3.0036
203,8.4583,0,night,2,21.34,0.9555,0.6811,516.5098,0.3811,2.881
204,8.5,0,night,2,19.98,0.9258,0.7001,515.7449,0.3712,2.9389
205,8.5417,0,night,2,19.31,0.9336,0.0934,513.2661,0.4164,3.2021
206,8.5833,0,night,2,18.55,0.9266,0.2231,504.6104,0.4111,3.192
207,8.625,0,night,2,17.97,0.9273,0.3559,503.9136,0.433,3.3385
208,8.6667,0,night,2,16.89,0.925,0.4159,502.6944,0.4112,3.2416
209,8.7083,0,night,2,16.89,0.9258,0.4525,501.5455,0.4249,3.266
210,8.75,0,night,2,16.31,0.925,0.4465,501.0117,0.4158,3.1747
211,8.7917,0,night,2,15.18,0.9328,0.4603,500.4068,0.4146,3.2305
212,8.8333,0,night,2,13.7,0.9156,0.4953,499.8999,0.4155,3.2743
213,8.875,0,night,2,12.69,0.8992,0.4936,499.666,0.3968,3.175
214,8.9167,0,night,2,9.76,0.8734,0.4378,500.9939,0.3631,3.2745
215,8.9583,0,night,2,9.92,0.8992,0.1485,506.0577,0.3622,3.15
216,9.0,0,night,2,7.41,0.8406,0.2437,503.7209,0.3238,3.1445
217,9.0417,0,night,2,6.06,0.8195,0.3455,504.2287,0.3607,3.1051
218,9.0833,0,dusk,2,5.33,0.8203,0.4366,504.3139,0.3748,2.9973
219,9.125,0,dusk,2,3.5,0.7945,0.5636,503.9492,0.3655,2.8447
220,9.1667,0,dusk,2,6.84,0.7992,0.6342,505.3901,0.3549,2.768
221,9.2083,0,dusk,2,5.25,0.8781,0.6672,507.7884,0.2785,2.6133
222,9.25,0,dusk,2,3.83,0.925,0.7256,510.4615,0.2646,2.5185
223,9.2917,0,dusk,2,3.66,0.9695,0.7794,511.5455,0.267,2.4302
224,9.3333,0,day,2,2.7,0.9563,0.7857,505.7811,0.2753,1.9558
225,9.375,0,day,2,2.32,0.9656,0.7895,504.9347,0.274,1.4394
226,9.4167,0,day,2,2.16,0.9602,0.6306,501.6175,0.2779,1.3829
227,9.4583,0,day,2,1.62,0.9148,0.635,495.1328,0.2758,1.392
228,9.5,0,day,2,0.88,0.8656,0.6585,493.4044,0.2689,1.4015
229,9.5417,0,day,1,,0.9195,0.6136,487.4354,0.322,1.3454
230,9.5833,0,day,1,,0.8461,0.6348,488.5826,0.3253,1.3651
231,9.625,0,day,1,,0.8648,0.5261,486.1563,0.3284,1.3795
232,9.6667,0,day,1,,0.8484,0.6154,486.1752,0.3446,1.4228
233,9.7083,0,day,1,,0.8703,0.621,486.0587,0.3478,1.444
234,9.75,0,day,1,,0.9734,0.7333,483.1176,0.3566,1.474
235,9.7917,0,day,1,,0.8523,0.7083,485.9474,0.3644,1.5412
236,9.8333,0,day,1,,0.843,0.6155,485.9372,0.3684,1.5877
237,9.875,0,day,1,,0.8445,0.6644,487.4532,0.3754,1.5996
238,9.9167,0,day,1,,0.8414,0.6627,489.155,0.388,1.6279
239,9.9583,0,day,1,,0.8438,0.6803,489.8147,0.386,1.6665
